#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
421351 1500 33827.417969 46953.218750 23182.890625 -111.420860 9.854282 173.720459 172.932892 -2.079476e+01 -2.115440e+01 1.560976
421352 1500 33865.003906 46980.289062 23138.798828 82.780518 -59.428528 104.063820 119.454552 -1.979400e+01 -2.017427e+01 0.555871
421353 1500 33834.855469 46960.691406 23139.363281 -70.544708 110.384079 15.362320 46.168568 -1.572603e+01 -1.620192e+01 0.015858
421354 1500 33817.222656 46980.246094 23196.796875 -167.313797 -284.940216 92.335594 47.556293 -1.421640e+01 -1.486508e+01 0.007224
421355 1500 33823.984375 46935.632812 23081.230469 -282.353485 -82.227531 217.137772 35.227592 -1.190792e+01 -1.243103e+01 0.000619
421356 1500 33779.996094 47024.976562 23314.119141 -126.328156 -124.912048 267.799744 26.715340 1.000000e+37 1.000000e+37 0.000000
421357 1500 33757.171875 47093.171875 23167.082031 -41.141933 12.747538 186.351196 28.211775 -9.224470e+00 -9.789093e+00 0.000108
421358 1500 33832.554688 47105.886719 23270.644531 -100.699432 -71.461288 339.967896 22.975609 1.000000e+37 1.000000e+37 0.000000
421359 1500 33770.824219 47047.425781 23232.509766 -139.835907 -118.976982 142.000931 28.184355 -9.469126e+00 -1.001300e+01 0.000093
421360 1500 33995.109375 46881.714844 23001.441406 -158.517090 -7.190605 86.873795 15.086821 1.000000e+37 1.000000e+37 0.000000
421361 1500 33782.636719 46962.683594 23194.343750 -117.069237 -35.825882 178.749878 23.017572 -1.335557e+01 -1.399252e+01 0.002835
421362 1500 33770.289062 46979.636719 23264.500000 80.223549 144.702957 34.936962 21.819851 1.000000e+37 1.000000e+37 0.000000
421363 1500 33843.980469 47004.410156 23187.701172 -29.110901 -66.234924 289.332489 23.759918 -1.016439e+01 -1.073530e+01 0.000216
421364 1500 33824.648438 47140.027344 23173.937500 -66.984566 2.097114 351.832062 14.765328 1.000000e+37 1.000000e+37 0.000000
421365 1500 33987.085938 46835.066406 23018.230469 -21.993233 74.770752 243.125366 15.406265 1.000000e+37 1.000000e+37 0.000000
421366 1500 33955.187500 46977.203125 23188.468750 -127.595909 -237.541199 117.961121 15.296123 1.000000e+37 1.000000e+37 0.000000
421367 1500 33788.199219 46810.066406 23274.716797 -33.121647 -52.355106 271.309631 17.834383 1.000000e+37 1.000000e+37 0.000000
421368 1500 33740.613281 46822.152344 23114.796875 -138.733032 -10.043902 302.180634 19.260544 1.000000e+37 1.000000e+37 0.000000
421369 1500 33741.304688 47002.839844 23085.568359 107.147614 30.069344 84.363892 17.911690 1.000000e+37 1.000000e+37 0.000000
421370 1500 33908.597656 46980.367188 23127.591797 -215.868500 70.475342 350.159973 22.409769 -9.530572e+00 -1.011420e+01 0.000142
421371 1500 33853.843750 46974.660156 23121.816406 -0.694881 -102.028549 -22.927755 20.513777 -1.203119e+01 -1.272729e+01 0.001069
