#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
353873 544 48406.804688 3836.608887 12632.123047 84.470680 105.917793 51.015396 80.496742 -1.794418e+01 -1.861353e+01 0.207854
353874 544 48481.917969 3744.597656 12504.173828 163.424576 154.336578 -47.315914 69.571327 -1.697947e+01 -1.757001e+01 0.071523
353876 544 48642.824219 3737.659668 12619.442383 47.288517 -36.880116 -101.429672 62.696587 -1.539503e+01 -1.601028e+01 0.022077
353881 544 48401.898438 3988.067139 12602.134766 -29.883085 -125.137741 41.896790 44.917500 -1.327129e+01 -1.395504e+01 0.004402
353891 544 48400.925781 3896.455078 12343.018555 -36.002682 -114.558746 -103.095642 27.636879 -1.028985e+01 -1.084985e+01 0.000274
353898 544 48256.167969 3744.813232 12289.173828 66.755020 -190.217041 -86.087654 27.166706 -1.155694e+01 -1.219943e+01 0.001015
353903 544 48567.347656 3851.169189 12585.408203 125.984283 99.914078 10.017847 21.454386 -9.732231e+00 -1.032956e+01 0.000185
353905 544 48407.128906 3889.544922 12616.617188 22.692518 30.939837 -49.509014 24.884117 -9.815955e+00 -1.040110e+01 0.000183
353912 544 48436.527344 3774.580322 12603.133789 -178.588806 -218.888870 16.589231 15.839509 1.000000e+37 1.000000e+37 0.000000
353913 544 48296.277344 3735.484375 12406.069336 344.404907 -194.657990 50.335522 17.005411 1.000000e+37 1.000000e+37 0.000000
353923 544 48323.605469 3723.857666 12447.043945 -324.624176 72.383057 -67.622147 17.998367 1.000000e+37 1.000000e+37 0.000000
353927 544 48424.703125 3813.987549 12666.828125 274.107544 -23.621449 -27.095316 16.980776 1.000000e+37 1.000000e+37 0.000000
353929 544 48689.550781 3758.741455 12643.297852 2.277710 -26.450611 -10.999468 18.988232 1.000000e+37 1.000000e+37 0.000000
353934 544 48274.289062 3744.589844 12328.645508 1.416999 -249.036957 -103.567902 16.955873 1.000000e+37 1.000000e+37 0.000000
353938 544 48412.085938 3679.547363 12401.093750 340.827148 -39.383343 106.742081 13.826337 1.000000e+37 1.000000e+37 0.000000
353942 544 48282.718750 3894.994629 12581.506836 22.776896 -120.743050 252.204285 11.682505 1.000000e+37 1.000000e+37 0.000000
353956 544 48361.265625 3876.923096 12380.528320 -45.689720 -88.789513 39.920498 18.016344 -8.882779e+00 -9.437677e+00 0.000071
353961 544 48353.472656 3790.327148 12557.078125 140.644714 -21.077095 62.828247 10.775898 -8.934791e+00 -9.500973e+00 0.000085
353962 544 48258.773438 3735.880127 12311.595703 -144.241592 221.682495 -81.355316 12.923184 1.000000e+37 1.000000e+37 0.000000
353966 544 48287.406250 3747.103516 12412.720703 -261.226837 64.783028 124.850334 13.667071 1.000000e+37 1.000000e+37 0.000000
353968 544 48370.898438 3800.849854 12610.856445 -166.109955 37.879593 89.417191 13.884924 1.000000e+37 1.000000e+37 0.000000
353969 544 48405.324219 3685.724609 12409.789062 -139.263611 -104.712784 122.930710 10.613245 1.000000e+37 1.000000e+37 0.000000
353986 544 48345.132812 3736.927734 12416.457031 -187.977097 3.027848 74.837906 10.531572 1.000000e+37 1.000000e+37 0.000000
353987 544 48336.093750 3725.968750 12284.106445 -57.060890 98.467110 -190.704315 11.213680 1.000000e+37 1.000000e+37 0.000000
353990 544 48275.660156 3884.504639 12544.100586 77.212006 31.455715 -133.823318 12.442155 1.000000e+37 1.000000e+37 0.000000
