#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
313747 307 64090.644531 49326.644531 7588.482422 106.954391 -80.662766 15.217545 244.639969 -2.099680e+01 -2.174131e+01 6.585787
313748 307 63955.566406 49770.105469 7458.371094 99.379250 -303.251068 60.437607 155.396301 -2.104168e+01 -2.146969e+01 2.026735
313749 307 64409.847656 49247.000000 7580.098633 184.721527 -43.408855 26.049654 114.257782 -1.839832e+01 -1.905914e+01 0.507151
313750 307 64192.441406 49225.902344 7621.898926 3.476031 295.051239 17.337620 80.219246 -1.753688e+01 -1.814125e+01 0.150466
313751 307 63956.718750 49419.632812 7457.748047 147.871902 63.804035 226.931503 68.580116 -1.608216e+01 -1.681580e+01 0.059346
313752 307 64176.863281 49687.984375 7456.605469 161.234329 -395.145233 142.050781 55.069977 -1.556286e+01 -1.612366e+01 0.015317
313753 307 63949.976562 49797.976562 7452.485352 52.562840 -460.229340 96.884270 69.325035 -1.741009e+01 -1.816103e+01 0.208241
313754 307 63931.386719 49041.894531 7492.523926 177.705566 168.252808 73.873322 57.713810 -1.454206e+01 -1.523758e+01 0.013869
313755 307 64326.660156 49082.390625 7785.929199 36.464062 -281.736267 -26.397341 55.681965 -1.474005e+01 -1.538623e+01 0.011918
313756 307 64210.128906 49269.281250 7816.179688 103.582825 -29.413795 275.937958 50.890518 -1.499865e+01 -1.561750e+01 0.012593
313757 307 63842.828125 49072.050781 7583.400879 -1.640905 -88.760078 -53.018513 56.278309 -1.512087e+01 -1.579186e+01 0.019135
313758 307 63821.046875 49769.933594 7476.328613 80.580345 -193.598221 105.443352 54.498772 -1.542955e+01 -1.603021e+01 0.021514
313759 307 63893.285156 49271.273438 7507.784668 248.166336 -225.335388 229.386749 47.985664 -1.330816e+01 -1.395784e+01 0.003519
313760 307 63950.355469 49336.750000 7239.131348 301.137787 -191.906815 157.979294 45.284691 -1.293033e+01 -1.343169e+01 0.001537
313761 307 63944.937500 49345.390625 7691.957520 373.008575 43.826221 -96.615334 53.451656 -1.466016e+01 -1.533436e+01 0.014719
313762 307 64254.871094 49369.902344 7711.562988 239.065002 105.930527 216.057709 42.285786 -1.376643e+01 -1.423045e+01 0.002703
313763 307 64259.148438 49323.000000 7722.855957 146.270493 -138.746307 -59.553406 43.873600 -1.494145e+01 -1.570390e+01 0.025146
313764 307 64027.964844 49676.757812 7595.935059 98.856499 175.146072 95.599403 40.335751 -1.332043e+01 -1.398916e+01 0.004072
313765 307 64304.726562 49357.695312 7798.614746 -4.736390 -220.285629 134.713608 35.543537 -1.165765e+01 -1.228190e+01 0.000897
313766 307 64175.410156 49182.117188 7457.703613 51.699680 25.075596 104.088951 36.030346 -1.525979e+01 -1.605080e+01 0.033294
313767 307 64307.683594 49144.996094 7413.115234 194.382172 199.041306 17.177485 30.400015 1.000000e+37 1.000000e+37 0.000000
313768 307 64008.226562 49703.445312 7429.679199 244.093430 -22.325611 -68.096725 33.406876 -1.263179e+01 -1.326825e+01 0.002146
313769 307 63827.367188 49380.644531 7449.893066 53.845562 -56.923950 93.582329 34.287109 -1.229152e+01 -1.292889e+01 0.001574
313770 307 64094.445312 49242.996094 7400.495117 82.430237 -200.640945 308.285431 31.101122 -9.665023e+00 -1.021550e+01 0.000130
313771 307 64371.734375 49172.457031 7671.680664 50.529972 -111.030586 40.651192 30.873993 -1.211682e+01 -1.275663e+01 0.001278
313772 307 64160.093750 48935.878906 7730.151855 40.831726 89.095100 -52.086754 27.402632 -1.215545e+01 -1.282086e+01 0.001553
313773 307 64151.976562 49180.382812 7576.650879 -169.383484 236.529388 -95.407646 27.668032 1.000000e+37 1.000000e+37 0.000000
313774 307 64128.574219 49283.093750 7758.965332 -139.882874 -154.099564 -25.726860 24.253702 1.000000e+37 1.000000e+37 0.000000
313775 307 64113.574219 49040.843750 7488.185547 81.415260 -277.042053 193.505463 23.382053 1.000000e+37 1.000000e+37 0.000000
313776 307 64060.847656 49461.093750 7512.354492 -174.022247 73.293175 -70.423233 28.430763 -1.174030e+01 -1.238845e+01 0.001120
313777 307 63979.296875 49793.660156 7442.298340 -84.070610 -387.346222 -138.423126 33.941570 -1.242034e+01 -1.309711e+01 0.001962
313778 307 63962.941406 49746.230469 7448.811035 -84.880676 -287.405243 13.522236 31.913607 -1.368947e+01 -1.441353e+01 0.005631
313779 307 64008.750000 49608.042969 7774.446289 57.569328 -102.220909 138.263016 28.765409 -1.208907e+01 -1.274008e+01 0.001493
