#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
408818 1230 34073.082031 5245.983887 47651.312500 -0.530495 -165.708618 29.344849 203.701782 -2.104068e+01 -2.148830e+01 3.074374
408819 1230 33973.769531 5130.892090 47400.910156 -77.011719 -135.482025 153.287720 68.651024 -1.738317e+01 -1.779930e+01 0.051097
408820 1230 34103.832031 5435.963867 47651.210938 33.452106 -156.298355 -39.081833 63.954113 -1.685453e+01 -1.725725e+01 0.039663
408821 1230 33899.414062 5110.376953 47398.277344 -30.874052 -91.171196 141.780502 61.072350 -1.616058e+01 -1.647784e+01 0.021570
408822 1230 33957.308594 5267.162598 47684.000000 101.766266 -144.443939 217.423004 41.996422 -1.261081e+01 -1.321558e+01 0.001535
408823 1230 34321.718750 5228.627930 47676.738281 -32.179852 -117.209778 -22.217196 44.414978 -1.297768e+01 -1.365555e+01 0.003335
408824 1230 34075.691406 5141.924805 47758.214844 -199.486526 -123.654236 57.928574 33.848335 -1.060787e+01 -1.115027e+01 0.000244
408825 1230 34097.652344 5196.042480 47509.648438 22.323589 -167.076340 -88.454277 20.811417 -1.262266e+01 -1.320757e+01 0.001448
408826 1230 34056.285156 5295.415039 47729.550781 -52.881004 -199.888596 -141.218231 31.919708 -1.252803e+01 -1.323367e+01 0.002534
408827 1230 33952.324219 5249.186523 47530.242188 60.949524 -182.305252 101.242172 26.911789 -1.283177e+01 -1.348120e+01 0.002110
408828 1230 34109.406250 5132.303711 47804.214844 -27.361372 -19.146116 107.643242 20.323784 1.000000e+37 1.000000e+37 0.000000
408829 1230 34083.855469 5223.892090 47854.738281 -52.394054 -97.365089 -48.859230 22.556820 -9.068200e+00 -9.625827e+00 0.000087
408830 1230 34033.578125 5210.931641 47714.671875 184.695541 -87.937935 -169.748016 20.973272 1.000000e+37 1.000000e+37 0.000000
408831 1230 34113.074219 5353.021484 47463.050781 -112.369301 -190.235809 74.273117 22.058043 1.000000e+37 1.000000e+37 0.000000
408832 1230 34212.359375 5301.523926 47540.878906 -78.779877 -154.425568 -19.361477 24.396204 -9.714755e+00 -1.029410e+01 0.000162
408833 1230 34057.632812 5239.315430 47679.222656 -69.077545 81.387970 -190.980225 26.915644 -1.083979e+01 -1.142268e+01 0.000410
408834 1230 33992.378906 5284.710449 47708.492188 -75.230415 65.038437 69.854866 18.749269 1.000000e+37 1.000000e+37 0.000000
408835 1230 34023.183594 5318.193359 47599.421875 -138.411682 -186.248901 108.065536 21.888182 -9.572799e+00 -1.018508e+01 0.000134
