#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG
#subID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags
420712 67807.890625 46511.910156 28845.757812 161.449524 53.691284 2.753591 200.832199 -2.063657e+01 -2.116086e+01
420713 67692.781250 46515.785156 28746.802734 43.720123 123.739410 154.581223 49.227100 -1.367117e+01 -1.430630e+01
420714 67699.984375 46475.285156 28898.958984 26.254881 14.652047 -51.815605 40.423042 -1.470076e+01 -1.542186e+01
420715 67851.859375 46439.117188 29031.775391 215.004166 140.067810 93.561600 27.332693 -1.008308e+01 -1.066400e+01
420716 67966.148438 46562.769531 28899.576172 83.445183 -90.977051 27.166279 27.619200 -1.112879e+01 -1.174430e+01
420717 67679.382812 46419.394531 28805.296875 163.258209 80.865273 -75.399254 33.290363 -1.211367e+01 -1.278029e+01
420718 67782.578125 46517.625000 28829.962891 466.273621 209.295181 152.071838 31.321381 -1.116991e+01 -1.181769e+01
420719 67966.687500 46532.390625 28795.767578 -36.457893 88.198235 -9.584229 24.896101 -8.400430e+00 -8.970194e+00
420720 67833.742188 46562.687500 28694.892578 136.818405 108.391685 -89.780876 22.931704 -1.182716e+01 -1.248398e+01
420721 68014.695312 46591.585938 28773.849609 223.589600 -16.690050 -48.713097 17.918392 1.000000e+37 1.000000e+37
420722 67733.320312 46442.757812 28887.423828 254.953659 -60.828953 124.554749 25.099247 -1.044830e+01 -1.105626e+01
420723 67721.570312 46519.105469 28686.314453 162.156509 -104.441483 120.242935 16.987553 1.000000e+37 1.000000e+37
420724 68022.117188 46638.617188 28884.914062 196.769714 125.180901 -2.188557 22.922441 1.000000e+37 1.000000e+37
420725 67719.867188 46574.128906 28839.158203 299.272339 -124.589462 11.926952 21.430254 -8.797798e+00 -9.366548e+00
420726 67638.226562 46541.117188 28808.673828 29.164776 11.373801 75.495293 16.033638 1.000000e+37 1.000000e+37
420727 67721.328125 46655.636719 28840.656250 124.253609 52.112473 -183.708405 17.751444 1.000000e+37 1.000000e+37
420728 67760.492188 46613.917969 28904.306641 360.676971 129.327820 -51.839375 18.334879 1.000000e+37 1.000000e+37
420729 67738.585938 46314.851562 28897.166016 93.533325 -25.571764 51.062111 12.325928 1.000000e+37 1.000000e+37
420730 67699.859375 46499.636719 28870.130859 342.494751 -58.967739 -123.800331 15.803921 1.000000e+37 1.000000e+37
420731 68012.671875 46576.281250 28929.054688 252.157089 -14.922466 57.269054 17.434732 -8.874344e+00 -9.444221e+00
420732 67960.625000 46420.968750 28818.695312 229.337006 -61.729946 -41.410984 14.327907 1.000000e+37 1.000000e+37
