#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG
#subID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags
299206 59599.468750 8646.407227 73213.890625 90.479439 -22.361067 -3.421328 9.508856 1.000000e+37
299207 59657.457031 8385.458984 73337.664062 275.947571 -40.692188 233.352676 9.567819 1.000000e+37
299208 59741.808594 8454.559570 73238.601562 385.401306 243.472153 -96.812111 8.707747 1.000000e+37
299209 59618.652344 8345.922852 73250.726562 -76.851517 327.404572 -69.667633 10.572405 1.000000e+37
299210 59695.203125 8326.523438 73156.093750 68.109520 195.384293 298.571930 9.743328 1.000000e+37
299211 59704.488281 8413.665039 73458.421875 309.822723 229.827072 244.088638 11.263625 1.000000e+37
299212 59759.308594 8297.831055 73123.390625 35.600227 226.030502 173.849213 8.870503 1.000000e+37
299213 59755.347656 8408.618164 73256.718750 -25.002251 341.574219 112.384552 10.482485 1.000000e+37
299214 59783.906250 8427.757812 73418.703125 332.891388 254.047028 -252.609680 9.527269 1.000000e+37
299215 59635.421875 8383.134766 73306.679688 47.906830 -147.354553 230.989944 8.125490 1.000000e+37
299216 59762.128906 8549.858398 73220.875000 375.557831 -112.367607 132.289581 8.548341 1.000000e+37
299217 60136.136719 8644.955078 73449.937500 -137.498947 76.534348 -183.489014 12.588292 1.000000e+37
299218 59967.644531 8421.719727 73208.640625 -155.888687 -62.224693 -108.432854 9.354777 1.000000e+37
299219 59879.289062 8327.146484 73165.437500 341.118103 133.713150 50.828735 10.064826 1.000000e+37
299220 59612.503906 8489.574219 73131.296875 171.342987 229.106598 252.301468 8.988043 1.000000e+37
299221 59673.738281 8445.440430 73110.882812 19.609768 29.614483 299.499756 9.167126 1.000000e+37
299222 59768.703125 8371.945312 73051.023438 230.475754 210.572754 43.191029 10.175511 1.000000e+37
299223 59945.769531 8302.312500 73187.828125 281.813660 156.286346 107.251442 8.125868 1.000000e+37
299224 59785.191406 8489.024414 73343.179688 -500.666321 -32.844299 252.881363 11.835886 -9.548339e+00
299225 59951.984375 8510.572266 73326.218750 -50.422966 285.804596 -93.202835 12.329429 1.000000e+37
299226 59790.972656 8427.728516 73350.140625 539.526428 -18.795000 50.654144 11.072391 1.000000e+37
299227 59935.257812 8468.909180 73336.664062 461.568207 -196.678391 -118.425850 13.161037 1.000000e+37
299228 59668.742188 8341.806641 73350.039062 -29.571821 168.262100 8.305769 8.993699 1.000000e+37
299229 59901.550781 8459.394531 73228.429688 -32.902172 -331.049469 -157.192017 9.820457 1.000000e+37
299230 59682.179688 8542.738281 73324.007812 -184.029465 -244.290161 -146.586823 7.416017 1.000000e+37
299231 59883.925781 8582.869141 73168.382812 -28.556978 -101.217400 302.914490 10.801991 1.000000e+37
299232 59569.566406 8409.722656 73170.984375 -48.027992 -62.232536 195.746628 9.067316 1.000000e+37
299233 59460.535156 8230.232422 73224.242188 -26.668304 202.099243 -125.616768 9.435388 1.000000e+37
299234 60227.910156 8814.436523 73525.718750 -159.572845 -32.707664 13.780075 9.525657 1.000000e+37
299235 59514.546875 8484.836914 73431.742188 -117.612442 122.472626 -146.872345 11.272300 1.000000e+37
486514 61061.035156 8945.124023 73850.851562 -39.328457 25.765602 -8.851749 149.190567 -2.056158e+01
486515 60928.679688 9008.442383 73981.757812 -69.495399 -41.472408 67.887177 46.869598 -1.350364e+01
486516 60990.621094 8924.118164 73907.968750 -13.719085 16.938272 94.107773 26.872055 -8.673220e+00
486517 61107.167969 8911.770508 73901.312500 -138.430679 -42.698696 10.076346 17.634207 1.000000e+37
486518 60979.308594 8994.195312 73962.242188 3.517631 -37.313248 27.573782 13.747594 1.000000e+37
486519 61002.628906 8881.139648 73899.007812 -119.789902 56.547424 -33.153172 17.211279 1.000000e+37
486520 61093.601562 8947.371094 73866.851562 -138.577362 -26.574383 62.890209 20.453020 -9.871367e+00
486521 60969.210938 9005.662109 73960.937500 7.276207 -33.037468 25.041759 10.970790 1.000000e+37
486522 61094.359375 9034.749023 73837.992188 -77.562950 32.654881 92.946617 8.896882 1.000000e+37
486523 60987.988281 8933.181641 73729.492188 -83.573883 -6.966496 5.657479 7.776484 1.000000e+37
486524 61095.109375 8931.169922 73829.664062 -53.764492 174.225586 59.757977 11.397420 1.000000e+37
576532 58291.421875 8220.487305 72491.531250 72.272667 94.576973 80.493874 77.622856 -1.745800e+01
576533 58352.550781 8103.394043 72532.562500 48.047207 188.967712 62.460201 61.971973 -1.483386e+01
576534 58388.246094 8090.428223 72493.726562 -16.142754 124.306145 126.712357 12.360175 1.000000e+37
576535 58254.925781 8219.513672 72516.367188 76.660866 190.453461 46.979275 10.165277 1.000000e+37
576536 58275.750000 8259.043945 72405.828125 40.137268 -45.901264 74.609749 8.096163 1.000000e+37
576537 58342.089844 8182.403809 72454.945312 22.259819 116.299774 74.101288 8.470560 1.000000e+37
582800 58421.207031 8346.508789 73856.007812 77.720390 42.061749 7.662838 84.236145 -1.803655e+01
582801 58400.003906 8247.005859 73810.312500 58.220181 18.016119 -24.785498 13.814384 1.000000e+37
582802 58380.312500 8315.861328 73805.984375 100.338585 80.607384 81.867416 10.336712 1.000000e+37
582803 58477.722656 8343.975586 73846.398438 73.701149 29.197760 81.525322 11.879950 1.000000e+37
623249 58713.277344 8359.844727 73983.570312 54.495125 33.483341 -46.472828 69.922203 -1.753804e+01
623250 58637.832031 8351.924805 74009.023438 31.470280 65.525223 -53.499058 14.625734 1.000000e+37
623251 58700.136719 8334.871094 74007.531250 104.465195 37.267262 -75.456924 11.580537 1.000000e+37
638513 60560.449219 9050.458984 73565.226562 -178.593399 71.054848 60.406403 71.328850 -1.641106e+01
648822 61051.421875 9207.532227 73921.101562 -96.934555 -11.568178 55.931068 68.228264 -1.596528e+01
648823 61038.171875 9267.322266 73903.585938 -65.893166 -13.310802 68.503746 11.502076 1.000000e+37
670903 60213.335938 8570.046875 73989.468750 -14.831951 206.590805 -153.880478 55.096706 -1.538181e+01
670904 60184.515625 8537.584961 73990.101562 -26.405962 195.587708 -139.037399 10.403304 1.000000e+37
686906 60248.468750 8720.166992 73902.585938 -57.632214 124.766754 -172.171600 52.900276 -1.515943e+01
686907 60245.144531 8650.574219 73872.664062 -70.594337 110.001579 -167.755783 14.617010 1.000000e+37
693821 60633.894531 7479.657227 73995.320312 -19.235992 213.317749 -33.666512 58.016979 -1.488860e+01
706061 61345.683594 8252.670898 73303.445312 -96.492928 179.101456 45.517612 53.809872 -1.431212e+01
706062 61369.207031 8209.424805 73293.765625 -87.142799 203.311600 30.156363 16.458551 1.000000e+37
719139 60161.582031 8894.512695 73428.007812 -241.251740 143.996826 26.358412 48.872932 -1.390098e+01
719140 60130.625000 8867.588867 73408.890625 -218.956665 208.866592 -37.488468 13.292652 1.000000e+37
719141 60168.960938 8921.628906 73393.320312 -198.950287 144.678894 9.304272 11.383617 1.000000e+37
719142 60141.542969 8870.453125 73402.273438 -242.682892 125.963936 49.329636 11.555638 1.000000e+37
722318 60540.128906 8429.761719 74531.648438 -33.142860 169.427383 -89.165741 49.030930 -1.303844e+01
735948 58256.132812 8491.796875 73937.117188 78.724602 114.919884 -41.749584 44.716316 -1.296105e+01
735949 58269.382812 8482.247070 73975.367188 87.156509 -9.823513 17.396448 17.386925 1.000000e+37
735950 58264.113281 8477.365234 73934.445312 78.819664 149.210999 -58.437950 15.889464 1.000000e+37
739907 58724.933594 8265.000977 72781.546875 53.168835 103.117104 139.733124 48.206509 -1.288787e+01
745753 58495.542969 8043.800781 71915.929688 6.393425 111.784744 76.152802 44.082291 -1.366251e+01
748758 60659.128906 8646.238281 73605.492188 -99.222229 47.882393 -58.820683 42.224285 -1.304422e+01
748759 60631.015625 8612.796875 73575.960938 -158.812698 233.887756 -17.838980 26.952265 1.000000e+37
748760 60646.781250 8545.980469 73562.828125 -179.775909 205.672684 -36.137543 8.771477 1.000000e+37
753876 61441.167969 8045.488281 74294.226562 -54.438034 153.319412 -18.106779 44.212067 -1.178763e+01
758676 59328.847656 6577.043457 73235.843750 -0.155884 188.736526 -1.032827 44.273399 -1.263653e+01
758677 59284.578125 6596.024414 73219.679688 -8.217575 183.239960 31.220165 9.571491 1.000000e+37
760999 58913.988281 8506.120117 73620.609375 85.492393 158.369614 -87.344269 45.432121 -1.362605e+01
770324 58683.699219 8520.654297 74643.867188 3.824745 156.249527 -53.252872 42.293839 -1.111157e+01
793996 59917.457031 8287.031250 71762.570312 -31.409393 132.386749 110.226074 39.642662 -1.206499e+01
799406 58861.480469 8896.444336 74834.343750 -0.019297 99.039864 -50.243454 22.597275 1.000000e+37
799407 58850.503906 8850.155273 74813.406250 -9.060832 123.325905 -55.209278 21.282240 1.000000e+37
799408 58800.542969 8848.568359 74848.187500 -6.663527 111.042801 -53.585175 13.039141 1.000000e+37
799409 58832.875000 8877.233398 74848.398438 -17.489706 107.345406 -33.533619 15.071535 1.000000e+37
799410 58880.105469 8941.588867 74819.507812 -12.591058 114.988045 -56.562920 8.775655 1.000000e+37
799411 58890.164062 8916.559570 74807.664062 6.609688 100.939491 -26.280434 7.564757 1.000000e+37
799412 58817.210938 8888.923828 74840.507812 0.107738 99.720551 -52.014648 9.905857 1.000000e+37
812429 60214.933594 8957.079102 71419.351562 -23.987013 86.721848 93.153343 37.635712 -1.130260e+01
814014 60681.699219 8974.981445 73452.093750 -189.747986 133.542847 43.857964 39.424244 -1.143902e+01
814015 60703.558594 9004.837891 73464.687500 -136.446564 3.065188 51.303978 8.645831 1.000000e+37
820622 61050.132812 8642.318359 73551.164062 -147.928055 166.496689 4.598470 37.321743 -1.168005e+01
825309 60613.027344 8731.262695 73419.070312 -196.791779 142.687317 20.060625 32.644588 -9.435284e+00
825310 60601.117188 8702.199219 73455.750000 -183.366028 212.823837 26.722378 18.779238 1.000000e+37
833991 60941.246094 9202.917969 74967.656250 34.643814 55.862286 -0.237070 36.300903 -1.027657e+01
843288 60393.027344 7962.095215 73327.710938 -105.115242 265.566895 32.174084 31.597958 1.000000e+37
859909 58862.984375 8313.794922 73145.750000 83.924339 273.819305 6.718381 33.946102 -9.433259e+00
860210 58570.843750 8443.023438 74176.406250 40.655861 166.992050 -71.189148 34.184673 -1.018151e+01
860211 58571.652344 8412.343750 74171.398438 30.553425 182.369110 -93.113274 8.315578 1.000000e+37
861168 59683.531250 8390.144531 72512.304688 12.574226 87.526207 195.774124 31.854357 1.000000e+37
871029 60238.082031 8973.499023 74250.195312 2.645919 63.921997 -109.140579 33.456406 -8.614568e+00
879893 60865.437500 7594.777344 72557.898438 -47.858578 173.880310 72.073517 32.455048 -9.898533e+00
879894 60885.890625 7581.563965 72546.476562 -42.449997 198.972656 60.561218 13.670361 1.000000e+37
884094 60398.878906 8492.220703 73051.351562 -165.208771 -5.309759 170.574463 32.362450 -1.052625e+01
886340 60331.085938 8651.366211 74074.687500 -64.841896 170.234970 -147.019669 24.624159 1.000000e+37
886341 60374.453125 8679.948242 74112.070312 -59.319469 161.768417 -132.441940 15.274708 1.000000e+37
886342 60292.839844 8682.160156 74071.234375 -36.244011 187.601593 -150.296005 7.184452 1.000000e+37
886343 60348.335938 8651.458008 74106.187500 -43.931602 178.798309 -146.268372 11.421882 1.000000e+37
887703 58653.214844 8607.318359 73866.171875 34.694023 45.407646 -52.627483 32.789761 -1.084336e+01
892098 60364.953125 8765.193359 71312.898438 -25.301243 44.533501 68.432938 37.365364 -9.676529e+00
905592 60645.273438 9099.381836 74922.390625 53.652771 43.497238 -21.578257 24.115732 1.000000e+37
905593 60647.636719 9069.479492 74883.664062 45.789444 43.145565 -4.015197 19.559217 1.000000e+37
907912 59792.125000 8979.209961 74480.539062 34.946953 88.797798 -98.385239 24.065510 1.000000e+37
907913 59810.968750 8951.294922 74447.984375 24.470722 88.916679 -88.243340 19.937910 1.000000e+37
907914 59801.628906 8954.921875 74463.257812 38.957329 91.165276 -76.348427 10.376484 1.000000e+37
909024 61228.867188 8567.900391 73556.601562 -137.868484 167.761597 13.147452 25.628292 1.000000e+37
909025 61278.937500 8589.267578 73574.140625 -138.432831 160.999619 37.695736 13.615329 1.000000e+37
909026 61250.894531 8585.068359 73580.656250 -153.484085 155.236557 2.436630 8.024037 1.000000e+37
913515 60352.347656 8935.579102 74343.078125 -24.105444 116.306694 -113.104370 28.196230 1.000000e+37
917737 58355.992188 8123.672363 73376.351562 94.943604 148.532242 -0.150679 27.662205 1.000000e+37
930038 61408.925781 9122.144531 73430.125000 -118.510445 121.117096 51.840717 26.262524 1.000000e+37
939438 60759.246094 8600.504883 73458.703125 -162.643555 205.331390 48.733612 26.231075 1.000000e+37
941015 59210.605469 7986.378906 73307.570312 195.463593 134.544525 114.356613 27.742802 1.000000e+37
941016 59216.230469 7968.392090 73296.390625 220.055008 138.639328 122.609703 19.605639 1.000000e+37
944165 61634.531250 8393.949219 73385.828125 -97.749199 151.295319 23.246866 26.389400 1.000000e+37
952865 59926.730469 8312.784180 71861.210938 -59.862915 129.038513 106.093292 25.320293 1.000000e+37
957840 60166.734375 8435.058594 73141.281250 -232.063492 12.690246 219.898148 23.384119 1.000000e+37
957841 60206.613281 8458.625000 73152.484375 -26.363758 91.451103 47.376976 8.344060 1.000000e+37
959596 61751.675781 8336.187500 73309.695312 -92.469070 155.107910 33.778408 22.134871 1.000000e+37
959597 61786.453125 8374.058594 73321.375000 -107.328102 150.003693 16.827379 15.720325 1.000000e+37
964392 58790.898438 8400.350586 73883.468750 50.535599 164.472778 -74.691582 25.479656 1.000000e+37
979265 59762.273438 8596.662109 73003.710938 160.437973 83.204414 226.381592 27.780859 -9.448587e+00
979266 59744.140625 8573.194336 73050.890625 131.974609 76.445534 277.934113 11.049314 1.000000e+37
981494 60440.515625 8408.092773 73660.804688 -142.351364 52.264114 -41.012299 28.139898 1.000000e+37
983919 60932.585938 8903.481445 74017.687500 -108.863190 -60.273663 26.712236 28.805708 -9.510509e+00
986894 58885.941406 7956.273438 73178.484375 44.112865 273.538147 3.939914 26.925974 1.000000e+37
987556 59755.679688 8199.762695 72948.820312 174.389587 258.139771 61.708607 27.585823 1.000000e+37
987557 58626.148438 8656.090820 74940.046875 1.173224 28.509106 1.910524 26.502344 1.000000e+37
992675 59569.511719 7370.901367 73232.687500 -1.565073 258.414368 -3.739453 24.071873 1.000000e+37
994073 58545.441406 8450.263672 74854.031250 -5.263022 129.705490 -48.241531 27.886341 1.000000e+37
1001535 59609.085938 8726.067383 73525.148438 -67.722282 142.204361 -59.773838 32.903660 -1.187202e+01
1010522 58145.636719 8773.141602 74402.304688 25.962309 34.005516 -0.610878 27.566643 -9.628865e+00
1029161 60392.449219 8607.958008 73106.523438 -148.523727 -39.947323 183.020004 24.498924 1.000000e+37
1029162 60398.695312 8594.665039 73103.929688 -144.841171 -32.379990 163.639542 11.452204 1.000000e+37
1037867 58748.875000 8717.348633 74784.882812 -0.186928 137.503540 -55.440193 21.565132 1.000000e+37
1043148 58575.082031 8791.733398 74263.484375 37.969200 75.260483 -43.719692 24.757156 1.000000e+37
1044285 59859.992188 8217.775391 73179.343750 172.999649 103.614258 141.503677 9.018133 1.000000e+37
1048676 59491.164062 7955.351562 73497.632812 173.842224 122.892349 191.210587 26.305367 1.000000e+37
1059574 59977.671875 8571.399414 73637.226562 16.271997 242.955948 -121.673782 24.805172 1.000000e+37
1064497 60727.281250 7873.961426 72838.570312 -77.655571 186.846207 95.142845 21.326197 1.000000e+37
1075562 59194.226562 7372.662109 73258.093750 16.922749 241.279877 7.156025 25.535692 1.000000e+37
1078866 58122.050781 8602.633789 74121.851562 57.949310 94.201843 -28.355854 23.594749 1.000000e+37
1080142 61031.585938 8012.312500 74069.718750 -65.816826 190.827133 -19.586767 24.409163 1.000000e+37
1088086 58843.820312 7702.424805 73026.367188 118.970543 58.932514 98.988716 24.879921 1.000000e+37
1088734 58724.148438 8071.197754 73172.328125 90.695259 241.818161 38.863716 20.442606 1.000000e+37
1089976 59407.472656 8270.958008 73540.195312 33.192860 135.823334 132.775208 26.314722 -9.890436e+00
1092092 60774.812500 8127.534668 74894.453125 -14.045347 178.988937 -61.534763 17.420433 1.000000e+37
1092093 60766.656250 8112.745117 74872.328125 -14.285767 180.910461 -56.470146 10.564692 1.000000e+37
1100896 59961.601562 8681.548828 72937.289062 -69.069885 -19.213182 280.021667 22.860987 1.000000e+37
1101620 59000.097656 8326.006836 73259.890625 163.478882 233.044006 61.229229 24.200987 1.000000e+37
1110779 60828.781250 8801.668945 73970.062500 -10.276380 -35.165516 -25.755888 24.460743 1.000000e+37
1112379 59279.058594 7748.196289 73200.023438 182.007126 47.509953 76.529465 23.813860 1.000000e+37
1113793 59540.546875 8154.052734 72918.773438 75.763329 32.084110 248.133636 23.075136 1.000000e+37
1113933 58296.542969 8458.168945 73874.164062 108.475349 9.647619 30.544031 22.220467 1.000000e+37
1121304 58468.324219 7786.083008 73260.250000 80.747925 193.724777 -9.543769 22.068100 1.000000e+37
1123728 61288.996094 8257.652344 74204.125000 -96.041145 152.020309 -6.724478 21.205839 1.000000e+37
1129574 60826.964844 8736.520508 73495.414062 -156.352219 177.869827 -14.778418 20.531628 1.000000e+37
1129575 60827.601562 8738.952148 73481.375000 -177.339600 183.088898 -8.858374 9.641829 1.000000e+37
1129576 60160.640625 8931.238281 71730.242188 -26.116106 70.649300 110.264503 24.373487 1.000000e+37
1132179 60245.375000 8412.950195 72749.687500 -68.356255 53.652660 234.661667 24.909914 -8.941218e+00
1132848 59785.699219 7860.118652 272.985718 3.602135 173.596558 -39.631130 22.448887 1.000000e+37
1135462 60720.652344 8282.449219 74693.289062 -43.054188 175.092377 -57.721905 21.140778 1.000000e+37
1143751 58754.835938 8412.799805 73581.765625 105.221199 154.243561 -51.405041 22.191458 1.000000e+37
1144459 59323.246094 8638.399414 74051.023438 47.238960 120.908455 -124.596634 18.108698 1.000000e+37
1144460 59339.050781 8642.871094 74045.453125 51.710697 111.186317 -123.645813 11.632569 1.000000e+37
1147396 60822.781250 8668.457031 73455.562500 -169.441467 160.848831 4.857327 19.942917 1.000000e+37
1147397 60808.421875 8696.071289 73451.023438 -161.320892 155.304886 2.461530 10.621592 1.000000e+37
1158621 60216.917969 8914.249023 73597.710938 -152.225464 158.309357 10.543171 20.087822 1.000000e+37
1158622 60234.964844 8892.871094 73588.523438 -71.589561 141.959473 -92.145035 10.656627 1.000000e+37
1160502 59329.011719 8468.761719 73316.242188 60.382164 55.271763 197.599365 25.939676 1.000000e+37
1162669 58301.410156 8535.270508 73854.734375 97.736534 12.504983 56.567814 20.762178 1.000000e+37
1162670 58307.875000 8517.577148 73849.210938 75.014053 73.243217 -48.644173 9.048951 1.000000e+37
1162671 60387.574219 8747.037109 73551.992188 -23.130999 5.503337 84.216423 21.171921 -8.944462e+00
1167718 61782.710938 8390.267578 73440.757812 -102.188293 152.879639 8.079020 20.884476 1.000000e+37
1169811 60972.808594 9227.834961 73585.046875 -135.996796 60.392654 60.057152 20.039152 1.000000e+37
1176288 60908.378906 7375.043457 73638.421875 -50.484005 204.701370 12.830292 22.463425 1.000000e+37
1177401 60206.578125 8812.197266 72493.343750 -42.475090 35.454437 189.207214 20.365492 1.000000e+37
1183878 60810.882812 8318.299805 73618.539062 -129.462982 227.761826 7.621191 18.503391 1.000000e+37
1183879 60802.425781 8322.856445 73608.820312 -122.860001 236.311783 5.099764 11.212203 1.000000e+37
1183880 58173.867188 8119.123047 74213.593750 25.647684 179.669449 -35.479725 21.349661 1.000000e+37
1184969 60497.468750 7377.937012 72806.421875 -45.151047 201.842819 50.398853 16.687668 1.000000e+37
1184970 60504.683594 7392.953125 72799.265625 -58.145271 200.413452 64.444595 14.193347 1.000000e+37
1184971 60777.863281 8972.490234 73941.304688 -18.383526 -56.359333 12.308948 22.637720 1.000000e+37
1189302 59175.945312 8138.880371 73005.437500 174.394104 141.260681 140.500992 21.958483 1.000000e+37
1195945 60212.277344 8594.518555 73095.210938 -14.180957 123.577766 -12.733881 20.582161 1.000000e+37
1200909 60322.832031 8430.239258 73546.000000 -166.335892 163.377335 30.498964 29.085009 -1.067994e+01
1200910 58161.109375 8173.601074 72452.140625 77.194191 71.020859 79.264145 24.164440 1.000000e+37
1204513 59964.632812 8714.597656 72739.632812 -21.556475 68.895226 240.320328 22.215372 1.000000e+37
1223032 59853.796875 8402.320312 73716.265625 -268.757416 71.193680 161.248566 23.321718 1.000000e+37
1223033 60241.230469 8188.089355 73194.281250 -134.083878 291.521179 102.911705 21.142437 1.000000e+37
1228356 60613.472656 9187.754883 74944.312500 59.394299 30.146927 -6.339609 16.790550 1.000000e+37
1231019 58875.425781 8020.538086 73132.062500 123.097191 227.782516 40.874382 19.285278 1.000000e+37
1232421 60139.062500 8605.516602 72712.734375 -93.585854 -10.691681 210.314438 19.564026 1.000000e+37
1232422 60153.882812 8636.986328 72738.093750 -88.503006 -27.993347 206.007339 8.003517 1.000000e+37
1234957 61083.035156 8150.905273 74331.742188 -44.326305 165.171906 -53.488174 21.714197 1.000000e+37
1234958 60280.054688 8357.528320 73295.750000 61.084553 9.836748 106.304230 18.032888 1.000000e+37
1236330 59580.652344 8123.980957 73233.460938 111.273613 135.953384 290.864014 18.816233 1.000000e+37
1249220 61680.156250 7846.630371 73111.929688 -63.357285 181.915970 20.953384 22.533108 1.000000e+37
1263864 58557.136719 8254.110352 72792.953125 55.196232 114.412643 123.471329 20.656307 1.000000e+37
1265455 58299.605469 7984.565918 72439.109375 97.518021 48.910175 57.700066 21.046900 1.000000e+37
1268205 59699.679688 8754.230469 73786.085938 68.007408 63.627144 -186.500336 23.559982 1.000000e+37
1279226 59355.687500 8602.530273 73433.859375 117.162415 178.018356 50.657684 27.441320 -1.033925e+01
1289600 60171.746094 8582.149414 71923.625000 -2.456645 67.808357 132.951477 20.211912 1.000000e+37
1294737 59114.964844 8588.949219 73580.289062 118.149658 58.981007 -87.152435 16.608374 1.000000e+37
1308831 60235.218750 8054.381348 73474.375000 -99.548676 299.325867 -35.126129 17.720701 1.000000e+37
1310689 59136.664062 7716.108398 73213.062500 167.194580 14.561572 83.401863 19.419668 1.000000e+37
1314021 60171.605469 8734.271484 73360.492188 72.030739 8.271435 47.057072 8.030672 1.000000e+37
1314421 60003.613281 8124.027344 71551.859375 -47.964725 129.515106 95.352448 19.435871 1.000000e+37
1318217 60222.765625 8230.627930 73530.664062 -100.325279 308.096466 -91.086105 18.326178 1.000000e+37
1318218 61043.281250 8263.901367 73987.265625 -99.992943 174.404785 -17.427475 19.426022 1.000000e+37
1321933 58512.410156 7738.188477 73088.382812 58.127953 217.846786 50.187843 16.371054 1.000000e+37
1321934 58493.417969 7749.413574 73109.804688 52.038460 217.500504 38.296192 12.646538 1.000000e+37
1325812 58693.097656 7907.022949 72721.296875 107.382484 75.388710 69.931221 17.931349 1.000000e+37
1329670 60491.027344 8509.915039 73528.804688 -128.485275 55.862648 -85.997055 21.620327 1.000000e+37
1333549 60679.355469 8434.514648 73644.390625 -114.074593 229.315048 -57.385807 19.896763 1.000000e+37
1335565 58407.269531 8133.988770 72427.132812 48.972210 94.658356 56.360550 17.091999 1.000000e+37
1345364 60603.992188 9307.217773 74559.601562 25.224497 54.451279 -32.882233 16.692122 1.000000e+37
1354040 60215.203125 6859.112793 73044.296875 -25.692696 195.981308 22.966646 20.666397 1.000000e+37
1362194 58993.531250 8797.237305 74644.554688 12.259714 117.486740 -50.646114 19.654249 1.000000e+37
1364389 60892.933594 8129.661621 74730.898438 -42.160088 168.730576 -49.039082 16.529863 1.000000e+37
1364390 60876.078125 8139.680176 74753.273438 -33.077129 164.342239 -50.514244 10.489179 1.000000e+37
1364843 61239.703125 8346.812500 73924.914062 -101.417145 155.614044 -19.092730 20.106052 1.000000e+37
1371406 58219.207031 7954.004883 72379.429688 43.520779 193.674118 67.820480 18.075850 1.000000e+37
1373239 60446.875000 9437.056641 74556.289062 -5.837951 66.691322 -36.958614 20.612537 1.000000e+37
1378252 60166.386719 8113.006836 73333.351562 -121.037811 321.141602 17.972191 18.983969 1.000000e+37
1378253 61254.992188 8929.833008 73821.070312 -139.607483 146.983414 -19.571283 18.485170 1.000000e+37
1387338 58750.953125 9744.834961 72231.093750 25.365461 -16.196533 43.628254 18.721508 1.000000e+37
1392045 58655.562500 8047.220703 72657.601562 6.143474 114.240326 137.903641 16.166138 1.000000e+37
1399156 60813.332031 8997.669922 74053.898438 -43.391628 -2.440362 68.143112 17.541378 1.000000e+37
1399157 60796.664062 9026.728516 74046.601562 -9.040944 -37.421707 16.447989 8.786496 1.000000e+37
1406175 59147.316406 8827.474609 73050.570312 182.898010 230.643631 28.007669 19.810984 1.000000e+37
1406690 60425.109375 7584.648926 73459.695312 -57.298588 244.041092 1.940022 18.123322 1.000000e+37
1409115 60740.894531 8068.838867 72927.414062 -89.812012 196.155029 93.945404 17.793266 1.000000e+37
1416311 61228.421875 8179.272461 74276.687500 -75.707970 159.423187 -6.946297 16.328169 1.000000e+37
1422053 58871.875000 8137.739258 72862.156250 124.051445 103.906448 113.391670 18.453253 1.000000e+37
1422054 58912.792969 8144.050293 72858.757812 119.852676 98.969101 115.095032 9.821953 1.000000e+37
1427353 60673.750000 8972.485352 73592.648438 -192.316574 45.199978 67.246216 18.040154 1.000000e+37
1432772 59563.554688 8788.369141 73457.539062 -198.872726 -7.232829 -70.688103 21.303011 1.000000e+37
1435380 60904.078125 9126.859375 73816.671875 -138.241043 46.038811 106.397263 19.355066 1.000000e+37
1443626 59934.710938 8784.684570 72558.406250 -64.671906 22.253931 198.824799 19.393106 1.000000e+37
1449258 60730.898438 8978.250000 73870.679688 -96.311981 16.525509 83.083336 18.207802 1.000000e+37
1451531 59467.113281 8624.298828 73196.054688 294.351105 203.052185 68.415047 17.757029 -8.182029e+00
1457876 61211.730469 7631.877930 72427.148438 -59.284798 142.244888 66.712463 18.314877 1.000000e+37
1463026 60248.757812 7877.075684 158.329453 2.705801 176.678604 -43.924088 17.318583 1.000000e+37
1472030 60473.679688 8828.633789 73288.250000 -132.593063 -42.531673 136.994888 17.860268 1.000000e+37
1472647 59462.664062 8201.680664 72835.640625 4.584516 243.140442 187.989487 17.072172 1.000000e+37
1475601 60918.343750 8515.331055 73606.992188 -140.727692 202.389572 49.457108 19.703232 1.000000e+37
1481926 61127.523438 8366.095703 73514.484375 -117.335281 184.556870 46.641945 18.828596 1.000000e+37
1485139 61936.277344 8222.304688 73165.804688 -80.680077 149.713913 35.956463 14.033163 1.000000e+37
1485140 61941.238281 8239.546875 73175.492188 -74.612541 148.093826 23.308567 11.647421 1.000000e+37
1488245 59872.023438 8420.852539 71914.781250 4.612576 68.763680 133.077972 16.865198 1.000000e+37
1488246 59884.027344 8419.401367 71926.585938 -11.097974 67.471191 127.415184 10.958648 1.000000e+37
1491449 60578.179688 6946.371094 72238.187500 -21.875811 150.337112 47.906097 18.692902 1.000000e+37
1494633 58926.027344 8280.670898 73214.078125 74.319794 275.249084 84.087448 15.530530 1.000000e+37
1503774 60003.281250 8646.771484 73636.390625 5.535893 138.040497 25.277384 17.088228 1.000000e+37
1503775 60006.894531 8632.338867 73636.039062 -3.816001 234.934998 -117.514320 11.368050 1.000000e+37
1504414 60999.289062 8699.356445 73535.718750 -96.369804 6.884871 125.701515 18.923548 1.000000e+37
1507743 58153.980469 8050.275391 73466.585938 81.765869 151.356384 3.675232 18.732008 1.000000e+37
1510991 58481.667969 7925.012695 72918.398438 85.485931 66.305153 95.867828 18.715960 1.000000e+37
1517857 60326.789062 8772.564453 73269.117188 -202.326294 27.750376 171.769608 15.769564 1.000000e+37
1521215 60605.132812 8819.555664 73091.234375 -107.000061 -27.537485 150.196335 14.723170 1.000000e+37
1524697 59111.007812 7943.768066 73439.375000 132.296906 84.971161 -69.581093 16.636497 1.000000e+37
