#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG
#subID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags
413176 4656.611328 43548.542969 36152.226562 299.143402 143.581329 20.134516 216.926712 -2.179342e+01 -2.224192e+01
413177 4687.849609 43569.835938 36371.601562 300.689545 26.028330 10.092479 77.299675 -1.778011e+01 -1.820491e+01
413178 4762.975586 43644.246094 36226.351562 118.220093 162.265060 58.046413 64.093758 -1.555863e+01 -1.601872e+01
413179 4800.188477 43537.199219 36060.632812 373.585022 66.565735 -4.407732 32.723255 -9.868589e+00 -1.042089e+01
413180 4614.473145 43606.746094 36075.539062 309.460754 260.178619 154.228775 31.320812 -1.155475e+01 -1.218796e+01
413181 4451.651855 43550.839844 36162.796875 213.448669 88.956581 171.438828 21.128574 1.000000e+37 1.000000e+37
413182 4676.561523 43422.117188 36064.796875 263.505951 262.793243 -78.286842 24.506336 -1.078574e+01 -1.135375e+01
413183 4651.917969 43702.902344 36112.777344 391.476471 73.440437 170.740173 21.422289 1.000000e+37 1.000000e+37
413184 4574.062012 43454.351562 36078.050781 390.410736 115.420609 -101.335823 17.858080 1.000000e+37 1.000000e+37
413185 4648.381348 43615.558594 36262.710938 354.563965 -45.171398 13.412351 18.088865 1.000000e+37 1.000000e+37
413186 4773.215820 43545.250000 36076.902344 301.029694 346.581940 -8.826474 14.927090 1.000000e+37 1.000000e+37
413187 4630.554688 43636.488281 36204.140625 194.890411 44.221157 -121.889244 20.910309 -8.570539e+00 -9.143977e+00
413188 4638.575195 43549.812500 36305.765625 211.652496 0.186072 13.845687 18.742367 1.000000e+37 1.000000e+37
413189 4691.648438 43630.410156 36294.500000 125.133881 143.021927 1.694287 18.023335 1.000000e+37 1.000000e+37
413190 4775.910645 43573.031250 36080.753906 293.105988 339.317230 -5.388857 15.007421 1.000000e+37 1.000000e+37
413191 4591.563965 43667.593750 36171.679688 350.965820 5.853474 107.473877 17.228840 -8.588901e+00 -9.162252e+00
413192 4665.584961 43533.761719 36048.605469 304.996887 324.252411 61.083851 17.971624 1.000000e+37 1.000000e+37
413193 4690.350586 43547.382812 36087.625000 424.363281 12.014013 -181.671127 14.289902 1.000000e+37 1.000000e+37
413194 4727.017090 43498.066406 36309.812500 208.052902 19.351490 75.809135 12.851195 1.000000e+37 1.000000e+37
413195 4757.186035 43663.609375 36256.019531 328.890930 169.501297 -132.352951 12.753844 1.000000e+37 1.000000e+37
413196 4620.680176 43673.914062 36221.328125 315.831726 143.104782 -40.406082 9.230729 -1.062831e+01 -1.128286e+01
413197 4580.577637 43597.195312 35964.710938 364.378967 306.503204 39.116024 10.033294 1.000000e+37 1.000000e+37
413198 4662.173828 43688.660156 36298.679688 140.045135 131.383438 34.314163 12.231351 1.000000e+37 1.000000e+37
413199 4559.506836 43414.753906 36155.109375 278.749054 158.840408 -117.460381 11.038501 1.000000e+37 1.000000e+37
413200 4662.350586 43518.437500 36120.984375 445.693268 297.810699 -107.770012 15.122189 1.000000e+37 1.000000e+37
413201 4664.187500 43428.453125 36149.632812 258.378418 356.648773 27.733027 12.489405 1.000000e+37 1.000000e+37
413202 4765.185059 43448.683594 36157.906250 208.380463 195.435959 109.486839 13.224954 1.000000e+37 1.000000e+37
413203 4697.213867 43533.128906 36276.921875 83.887505 44.507774 -11.720323 9.890926 1.000000e+37 1.000000e+37
413204 4651.213379 43579.644531 36143.003906 384.982849 178.377228 -260.222504 15.391670 1.000000e+37 1.000000e+37
413205 4447.677734 43524.046875 36165.562500 218.507233 28.844006 122.616341 7.900514 1.000000e+37 1.000000e+37
413206 4694.855957 43502.617188 36402.539062 278.057312 103.924423 -64.684280 8.298674 1.000000e+37 1.000000e+37
434971 4806.020508 44232.699219 36975.984375 288.233276 124.935982 28.931082 221.918274 -2.186220e+01 -2.217722e+01
434972 4795.452637 44212.992188 36929.019531 464.069977 78.903458 106.573952 23.329639 -9.848166e+00 -1.044883e+01
