#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG
#subID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags
389373 64161.218750 19288.140625 53587.308594 60.558891 -137.690796 -106.301804 223.436020 -2.185714e+01 -2.234014e+01
389374 64273.992188 19140.400391 53562.921875 3.064032 -106.412834 -194.479996 88.019951 -1.802186e+01 -1.862825e+01
389375 64263.796875 19215.500000 53570.984375 163.640869 -197.102890 26.304005 53.126007 -1.623241e+01 -1.682921e+01
389376 64170.617188 19197.585938 53635.093750 -110.608055 -246.419128 -296.262451 48.862019 -1.498352e+01 -1.522388e+01
389377 64164.230469 19281.402344 53584.242188 -146.040100 -206.258530 -70.859962 48.469658 -1.849625e+01 -1.856749e+01
389378 64170.246094 19285.025391 53583.332031 -55.380482 -288.513428 -160.959320 44.884678 -1.872918e+01 -1.875043e+01
389379 63994.308594 19407.179688 53663.808594 82.015358 -215.887192 -68.881470 36.209511 -1.235976e+01 -1.298408e+01
389380 64169.453125 19291.503906 53586.042969 134.866364 -296.098633 -180.725708 35.382523 -1.839775e+01 -1.848469e+01
389381 64163.074219 19297.642578 53590.378906 249.289062 -128.190338 -170.229385 36.713474 -1.811360e+01 -1.816821e+01
389382 64125.238281 19134.468750 53539.968750 115.603600 -30.158056 24.830206 33.535103 -1.031135e+01 -1.088018e+01
389383 64239.421875 19265.880859 53727.773438 255.411972 -238.331482 -124.904037 28.431896 -1.038100e+01 -1.097129e+01
389384 64174.621094 19316.099609 53698.214844 -174.998734 -110.312042 -2.967389 25.409369 1.000000e+37 1.000000e+37
389385 64133.601562 19470.404297 53656.062500 61.562126 -323.537415 -195.473099 23.334652 1.000000e+37 1.000000e+37
389386 64189.757812 19208.699219 53539.347656 -9.770470 -74.113800 -91.588615 25.807564 -1.356362e+01 -1.429845e+01
389387 64214.687500 19033.498047 53670.402344 -11.867593 -239.827148 -124.437187 27.378654 -1.130792e+01 -1.193051e+01
389388 64006.046875 19351.060547 53728.207031 -35.913044 -165.634018 -201.874420 22.947994 -9.103469e+00 -9.667133e+00
389389 64144.406250 19323.089844 53459.964844 42.124935 -116.909721 110.701012 21.797808 1.000000e+37 1.000000e+37
389390 64122.750000 19308.707031 53650.859375 -198.686203 13.442536 -57.218422 20.501528 1.000000e+37 1.000000e+37
389391 64334.562500 19061.525391 53525.179688 112.614494 -129.553574 -76.792290 20.827375 1.000000e+37 1.000000e+37
389392 63969.875000 19359.720703 53524.414062 71.826653 -71.665176 1.312631 20.029633 1.000000e+37 1.000000e+37
389393 64154.238281 19363.849609 53718.140625 30.919424 -113.484665 28.257259 16.894484 -1.159401e+01 -1.225285e+01
389394 64072.710938 19131.500000 53609.824219 177.295486 -8.842709 -223.387573 16.909565 1.000000e+37 1.000000e+37
389395 64078.386719 19181.076172 53512.500000 207.674850 -144.233871 5.432260 16.297186 1.000000e+37 1.000000e+37
389396 63997.515625 19198.029297 53654.359375 194.973373 -175.942642 -34.659733 16.959320 1.000000e+37 1.000000e+37
389397 63985.226562 19304.791016 53621.320312 139.893936 -102.968651 -17.780479 20.523739 1.000000e+37 1.000000e+37
389398 64131.617188 19179.976562 53576.191406 -115.122101 -185.192947 -265.729645 17.039602 1.000000e+37 1.000000e+37
389399 64176.707031 19225.871094 53546.480469 189.843811 -333.834381 57.173447 20.587948 1.000000e+37 1.000000e+37
389400 64185.777344 19475.636719 53488.656250 163.081833 -308.861176 -33.217407 11.401250 1.000000e+37 1.000000e+37
