#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
439558 1981 12915.062500 39827.406250 8656.561523 -199.456528 -174.822815 -172.136902 174.780289 -2.016910e+01 -2.076869e+01 2.156374
439559 1981 12829.978516 39868.710938 8568.760742 -305.428589 -204.176422 -68.375038 81.885201 -1.786432e+01 -1.822960e+01 0.082259
439560 1981 13023.639648 39917.914062 8842.647461 -219.256287 -192.658066 -263.006958 76.129692 -1.723719e+01 -1.763155e+01 0.045483
439561 1981 12772.232422 39747.273438 8432.519531 -116.092751 -160.357803 -182.404785 55.297298 -1.431780e+01 -1.493707e+01 0.009118
439562 1981 12775.809570 39846.855469 8702.958008 -140.937454 -84.450653 -236.407288 50.612782 -1.385972e+01 -1.456760e+01 0.007650
439563 1981 12884.347656 39810.941406 8438.492188 -137.520599 -154.262009 -213.346375 32.704300 -1.004700e+01 -1.053970e+01 0.000093
439564 1981 12875.235352 39892.523438 8603.472656 -258.091339 -278.581757 -226.521683 34.102333 -1.251578e+01 -1.318664e+01 0.002230
439565 1981 13072.499023 39828.265625 8835.113281 -248.200226 -145.222702 -239.971786 25.075197 -8.865802e+00 -9.414402e+00 0.000062
439566 1981 12761.598633 39786.832031 8667.794922 -195.208160 -131.982986 -85.820831 20.915882 -1.027833e+01 -1.086106e+01 0.000270
439567 1981 12802.739258 39842.628906 8533.755859 -240.841232 -89.756866 -199.016861 24.628244 1.000000e+37 1.000000e+37 0.000000
439568 1981 12859.704102 39725.453125 8765.419922 -344.912140 -120.422226 -229.508133 18.779739 1.000000e+37 1.000000e+37 0.000000
439569 1981 12875.642578 39857.960938 8745.849609 -150.433792 -3.133792 -102.869408 16.620152 1.000000e+37 1.000000e+37 0.000000
439570 1981 12957.671875 39679.394531 8588.755859 -178.613525 -180.246490 -164.058624 17.041836 -8.800189e+00 -9.362717e+00 0.000072
439571 1981 12812.659180 39807.898438 8594.242188 -298.678558 -108.678040 -176.037048 20.626108 1.000000e+37 1.000000e+37 0.000000
439572 1981 13008.637695 39882.882812 8589.830078 -252.719406 -213.944199 -49.956749 15.925383 1.000000e+37 1.000000e+37 0.000000
439573 1981 12845.552734 39824.050781 8441.528320 -153.894409 -150.606598 -210.820312 11.125463 1.000000e+37 1.000000e+37 0.000000
439574 1981 12886.434570 39860.570312 8785.788086 -65.050613 -129.065704 -314.776489 14.610975 1.000000e+37 1.000000e+37 0.000000
439575 1981 12768.692383 39869.113281 8744.702148 -161.070892 -144.151810 -31.933250 11.534400 1.000000e+37 1.000000e+37 0.000000
439576 1981 12817.549805 39911.890625 8554.621094 -280.658295 -182.504761 -40.695580 18.809021 1.000000e+37 1.000000e+37 0.000000
439577 1981 12944.007812 39873.390625 8518.646484 -285.854156 -270.403748 -152.665817 12.833216 1.000000e+37 1.000000e+37 0.000000
439578 1981 12859.449219 39837.011719 8568.486328 -200.338623 -275.188660 -116.684723 13.898896 1.000000e+37 1.000000e+37 0.000000
