#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG
#subID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags
403032 748.462463 37061.511719 46355.824219 329.123566 149.421768 73.089966 226.151001 -2.170536e+01 -2.215705e+01
403033 765.985474 37082.945312 46306.421875 163.030121 -70.710541 121.487152 81.642693 -1.818376e+01 -1.862435e+01
403034 688.284668 36824.781250 46394.023438 403.829437 261.888092 136.791168 65.235924 -1.553319e+01 -1.606098e+01
403035 1000.966187 36961.773438 46496.804688 291.099731 232.278442 -54.873318 48.343430 -1.354778e+01 -1.415494e+01
403036 937.114014 37180.910156 46300.867188 244.664597 -17.339769 6.529445 48.984715 -1.392670e+01 -1.439294e+01
403037 898.324646 37110.781250 46326.804688 208.277863 184.435455 63.719292 45.265350 -1.443592e+01 -1.502804e+01
403038 760.915955 37208.183594 46270.992188 289.991302 134.565277 203.080032 37.917347 -1.152673e+01 -1.213915e+01
403039 787.038452 37196.300781 46238.832031 312.986511 137.610229 208.504089 33.478195 -1.177863e+01 -1.237226e+01
403040 843.113586 37188.277344 46298.613281 486.116791 146.437164 72.922546 28.833761 -9.565099e+00 -1.012253e+01
403041 703.870117 37044.316406 46302.625000 315.625031 -22.600157 -110.088486 27.432333 -8.675870e+00 -9.247654e+00
403042 746.526978 36863.402344 46472.691406 219.145691 270.262695 37.184914 18.614157 1.000000e+37 1.000000e+37
403043 810.741699 37111.890625 46356.839844 493.659576 261.064880 -72.426682 23.535383 1.000000e+37 1.000000e+37
403044 770.351501 36968.835938 46400.378906 402.792725 194.537643 -128.495209 23.748705 1.000000e+37 1.000000e+37
403045 719.234131 37044.222656 46432.558594 305.977478 230.934738 -120.231148 24.367676 -8.849438e+00 -9.418631e+00
403046 668.036987 36928.664062 46298.152344 302.487335 173.388824 155.835144 23.610680 -8.971947e+00 -9.533121e+00
403047 689.584167 36917.437500 46547.175781 478.011353 109.559509 88.339905 19.733810 1.000000e+37 1.000000e+37
403048 833.512939 37216.773438 46408.777344 216.307083 74.517769 63.077522 22.858034 1.000000e+37 1.000000e+37
403049 883.246094 37179.554688 46434.917969 373.817657 129.784042 91.599060 20.846193 -1.029887e+01 -1.090414e+01
403050 777.311951 37109.218750 46228.757812 224.291321 336.570862 140.043625 15.207186 1.000000e+37 1.000000e+37
403051 729.017029 36878.917969 46439.800781 383.755585 120.563110 183.086044 21.218571 1.000000e+37 1.000000e+37
403052 766.770935 37125.156250 46259.699219 208.077957 329.653656 166.254196 13.364318 1.000000e+37 1.000000e+37
403053 785.463806 37002.011719 46368.972656 279.562836 371.378174 56.566277 19.570734 -1.023307e+01 -1.084282e+01
403054 824.162292 36943.062500 46496.769531 371.301636 134.883636 78.157768 11.441110 -1.049825e+01 -1.116793e+01
403055 776.653076 36913.320312 46282.484375 195.387848 307.376801 101.677544 13.771991 1.000000e+37 1.000000e+37
403056 782.537537 37069.078125 46299.019531 163.636017 -42.511810 33.469227 21.919693 -9.806216e+00 -1.038870e+01
403057 796.582947 37124.656250 46300.382812 261.227325 47.393955 -117.152290 21.148718 1.000000e+37 1.000000e+37
403058 908.950684 36927.304688 46469.050781 461.455292 164.985428 39.294071 14.662906 1.000000e+37 1.000000e+37
403059 833.754333 37115.992188 46294.507812 195.388168 -96.422623 33.574112 14.687164 1.000000e+37 1.000000e+37
403060 922.005981 37157.523438 46365.925781 204.058731 10.198953 9.494790 10.493774 1.000000e+37 1.000000e+37
403061 643.300842 36924.476562 46152.003906 330.777039 117.111374 47.802944 15.689514 1.000000e+37 1.000000e+37
403062 961.248169 37120.246094 46389.476562 217.610382 13.710369 38.518883 11.250502 1.000000e+37 1.000000e+37
403063 784.756653 37029.179688 46325.480469 67.686096 49.072723 145.072311 16.004950 1.000000e+37 1.000000e+37
403064 828.154724 37140.601562 46414.191406 283.813171 -38.386162 -51.458134 12.944003 1.000000e+37 1.000000e+37
403065 788.175171 36884.109375 46241.953125 330.428497 213.247787 149.845795 15.048217 1.000000e+37 1.000000e+37
403066 905.533875 37211.792969 46477.421875 311.297241 9.122548 -7.846385 11.025678 1.000000e+37 1.000000e+37
403067 793.820129 37000.746094 46331.328125 294.013336 269.147736 -134.773727 15.485894 1.000000e+37 1.000000e+37
403068 638.669189 36993.691406 46386.414062 408.765381 318.258240 8.170848 14.135950 1.000000e+37 1.000000e+37
403069 718.302246 36967.296875 46245.468750 185.964066 100.951347 154.472778 13.492211 1.000000e+37 1.000000e+37
403070 853.956604 37106.007812 46326.148438 126.388664 51.385960 120.051331 11.958886 1.000000e+37 1.000000e+37
403071 619.613159 36931.007812 46390.699219 472.919189 190.943390 118.754173 14.397797 1.000000e+37 1.000000e+37
403072 658.506897 37093.691406 46369.570312 471.385254 -14.975661 234.601105 14.353352 1.000000e+37 1.000000e+37
403073 800.631042 37132.261719 46214.003906 165.784393 55.616760 83.602921 9.671721 1.000000e+37 1.000000e+37
403074 810.940552 37002.648438 46408.437500 578.274109 106.845680 66.646561 11.349452 1.000000e+37 1.000000e+37
403075 752.036804 36954.816406 46432.921875 399.200317 176.079651 -101.159660 12.543202 1.000000e+37 1.000000e+37
403076 860.007568 36933.531250 46448.613281 280.511200 134.635834 224.222046 11.120398 1.000000e+37 1.000000e+37
403077 593.215454 37018.796875 46421.871094 471.854248 54.369148 181.452988 12.174725 1.000000e+37 1.000000e+37
403078 1001.467346 37131.523438 46296.332031 222.833847 168.764084 45.581268 9.801913 1.000000e+37 1.000000e+37
403079 786.985718 36995.695312 46341.136719 341.981659 313.342499 238.120239 15.204574 1.000000e+37 1.000000e+37
403080 690.878906 37133.523438 46513.464844 393.685394 175.330399 232.123596 9.415382 1.000000e+37 1.000000e+37
