#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
454227 2476 54642.855469 59647.058594 52312.535156 109.140694 152.898941 -149.246964 147.217896 -2.070350e+01 -2.110811e+01 1.291522
454228 2476 54512.578125 59861.230469 52314.921875 123.782990 15.202477 -189.604050 62.488754 -1.637457e+01 -1.666895e+01 0.017406
454229 2476 54453.515625 59842.218750 52347.226562 199.192245 163.114853 -186.473328 55.248444 -1.470581e+01 -1.525931e+01 0.008240
454230 2476 54649.917969 59733.554688 52199.113281 130.129791 -31.501606 -153.833252 47.540337 -1.370409e+01 -1.409614e+01 0.001890
454231 2476 54527.800781 59958.687500 52293.640625 159.566971 51.844742 -286.059601 34.794575 -8.677687e+00 -9.238628e+00 0.000063
454232 2476 54507.769531 59741.949219 52231.753906 207.014664 198.687561 -117.201447 29.326494 -9.361797e+00 -9.935492e+00 0.000141
454233 2476 54716.250000 59770.855469 52329.171875 89.171898 246.406616 -136.608795 24.168310 -9.675650e+00 -1.016243e+01 0.000064
454234 2476 54606.472656 59597.812500 52284.781250 38.619556 251.679779 -130.955582 15.492346 -1.274176e+01 -1.311969e+01 0.000425
454235 2476 54440.160156 59666.757812 52294.878906 70.806000 111.907669 -140.351883 24.635885 1.000000e+37 1.000000e+37 0.000000
454236 2476 54758.453125 59701.757812 52322.933594 179.771271 76.497231 -194.778351 22.325447 1.000000e+37 1.000000e+37 0.000000
454237 2476 54602.136719 59681.820312 52363.312500 29.044640 189.172028 8.448362 19.940266 1.000000e+37 1.000000e+37 0.000000
454238 2476 54513.656250 59594.863281 52312.300781 89.601547 166.488708 -260.511810 18.493763 1.000000e+37 1.000000e+37 0.000000
454239 2476 54610.453125 59606.996094 52288.839844 50.955738 259.698700 -109.933197 13.821560 -1.369781e+01 -1.406232e+01 0.000792
454240 2476 54667.761719 59682.179688 52247.324219 206.367752 176.349701 -284.358368 17.866184 1.000000e+37 1.000000e+37 0.000000
454241 2476 54623.558594 59704.687500 52297.039062 100.932083 146.459747 -12.888144 21.381948 1.000000e+37 1.000000e+37 0.000000
454242 2476 54517.753906 59724.070312 52186.679688 38.414921 104.916870 -181.230484 17.971613 1.000000e+37 1.000000e+37 0.000000
454243 2476 54682.105469 59646.078125 52181.636719 170.903473 151.620361 -30.042204 12.961871 1.000000e+37 1.000000e+37 0.000000
454244 2476 54648.644531 59646.179688 52383.464844 256.641357 159.406799 -150.727524 18.387743 1.000000e+37 1.000000e+37 0.000000
454245 2476 54660.347656 59574.886719 52267.875000 78.464531 196.789581 -99.754692 19.206709 -9.175444e+00 -9.722429e+00 0.000076
454246 2476 54565.699219 59905.414062 52350.648438 124.118530 17.842369 -204.928116 18.095663 1.000000e+37 1.000000e+37 0.000000
454247 2476 54677.042969 59523.917969 52330.515625 44.933441 160.483109 -163.139816 17.731226 1.000000e+37 1.000000e+37 0.000000
454248 2476 54535.406250 59711.835938 52236.144531 95.907486 248.262024 -142.254868 19.153521 -9.734401e+00 -1.029162e+01 0.000160
454249 2476 54620.164062 59790.183594 52281.160156 139.731033 15.686225 -135.692032 13.943583 1.000000e+37 1.000000e+37 0.000000
454250 2476 54759.085938 59551.382812 52335.519531 32.918701 107.241516 -240.728073 15.355441 1.000000e+37 1.000000e+37 0.000000
454251 2476 54538.617188 59744.644531 52337.695312 129.315536 -21.482275 -146.017212 10.151859 1.000000e+37 1.000000e+37 0.000000
454252 2476 54570.285156 59653.160156 52158.746094 172.571320 68.782234 -66.580208 10.939513 1.000000e+37 1.000000e+37 0.000000
454253 2476 54773.261719 59628.324219 52400.832031 169.696350 155.269135 -141.062302 11.107408 1.000000e+37 1.000000e+37 0.000000
454254 2476 54710.132812 59652.621094 52328.730469 248.150146 38.554169 -146.175140 13.625016 1.000000e+37 1.000000e+37 0.000000
454255 2476 54659.492188 59574.703125 52416.480469 73.323891 31.227654 -265.793182 11.952059 1.000000e+37 1.000000e+37 0.000000
454256 2476 54828.898438 59653.480469 52366.773438 208.385086 205.611771 -117.084160 8.522121 1.000000e+37 1.000000e+37 0.000000
454257 2476 54612.863281 59758.652344 52244.527344 98.083405 -45.009174 -159.450516 13.090764 1.000000e+37 1.000000e+37 0.000000
454258 2476 54695.808594 59620.503906 52257.882812 53.681782 303.837646 -279.634613 12.404087 1.000000e+37 1.000000e+37 0.000000
454259 2476 54769.445312 59513.492188 52234.226562 171.159149 165.028061 -164.471191 10.418521 1.000000e+37 1.000000e+37 0.000000
454260 2476 54582.847656 59697.675781 52230.675781 96.166672 168.951248 -73.971725 14.260345 1.000000e+37 1.000000e+37 0.000000
454261 2476 54725.964844 59651.847656 52294.535156 190.001419 39.176620 -246.339447 10.191800 1.000000e+37 1.000000e+37 0.000000
454262 2476 54540.207031 59675.398438 52307.914062 252.635269 229.052994 -140.980881 10.092374 1.000000e+37 1.000000e+37 0.000000
454263 2476 54740.691406 59628.800781 52200.976562 111.325691 47.601124 -155.154663 12.813122 1.000000e+37 1.000000e+37 0.000000
454264 2476 54659.507812 59745.179688 52285.925781 161.264847 225.107941 -182.449844 8.671935 1.000000e+37 1.000000e+37 0.000000
454265 2476 54687.132812 59651.171875 52377.320312 74.227951 233.712250 -159.279968 12.379839 1.000000e+37 1.000000e+37 0.000000
454266 2476 54571.175781 59669.289062 52238.777344 93.038391 137.761353 -36.171539 10.324726 1.000000e+37 1.000000e+37 0.000000
454267 2476 54660.636719 59658.972656 52427.433594 140.590424 169.775604 -107.316483 8.344681 1.000000e+37 1.000000e+37 0.000000
454268 2476 54705.687500 59522.378906 52342.644531 61.389793 133.614624 -244.752792 10.285763 1.000000e+37 1.000000e+37 0.000000
454269 2476 54661.152344 59756.621094 52375.679688 -35.315189 192.472595 -97.393166 11.562001 1.000000e+37 1.000000e+37 0.000000
454270 2476 54625.433594 59588.039062 52250.437500 91.475487 213.999619 -173.983597 8.974799 1.000000e+37 1.000000e+37 0.000000
454271 2476 54640.175781 59609.160156 52201.410156 68.002136 204.217453 -195.588089 10.550801 1.000000e+37 1.000000e+37 0.000000
454272 2476 54677.066406 59788.656250 52311.695312 20.742464 221.120728 -232.602173 6.629727 1.000000e+37 1.000000e+37 0.000000
454273 2476 54705.347656 59605.878906 52295.355469 147.059311 185.641525 -319.344513 8.911143 1.000000e+37 1.000000e+37 0.000000
454274 2476 54606.046875 59632.613281 52415.464844 -14.107567 189.310135 -105.453491 12.892652 1.000000e+37 1.000000e+37 0.000000
454275 2476 54513.906250 59654.878906 52249.316406 73.130241 146.288422 -48.007904 9.344853 1.000000e+37 1.000000e+37 0.000000
454276 2476 54639.351562 59801.765625 52210.152344 88.204613 -32.292072 -169.556824 5.476360 1.000000e+37 1.000000e+37 0.000000
454277 2476 54514.773438 59895.496094 52336.960938 125.758705 -20.974277 -166.351852 10.811286 1.000000e+37 1.000000e+37 0.000000
489707 4216 53680.097656 59727.691406 52197.070312 112.124878 147.313309 -169.189697 131.159607 -2.024196e+01 -2.060908e+01 0.807267
489708 4216 53676.906250 59661.390625 52233.687500 117.192459 162.180496 -41.996101 63.626522 -1.671850e+01 -1.715201e+01 0.029975
489709 4216 53773.777344 59801.371094 52252.273438 53.653980 221.658340 -154.449265 51.957642 -1.554908e+01 -1.586976e+01 0.008967
489710 4216 53620.082031 59600.011719 52289.007812 83.383003 156.943878 -115.229691 22.739216 1.000000e+37 1.000000e+37 0.000000
489711 4216 53710.410156 59721.187500 52273.968750 18.594921 154.215515 -216.430466 23.207691 1.000000e+37 1.000000e+37 0.000000
