#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun
370716 692 16489.302734 19344.738281 54549.476562 52.517307 198.258438 13.818673 213.008560 -2.116516e+01 -2.167945e+01 4.172259
370717 692 16616.378906 19474.294922 54397.820312 -3.100144 92.680161 50.308895 83.505051 -1.742760e+01 -1.811210e+01 0.193388
370718 692 16432.898438 19285.296875 54805.636719 123.444244 13.205315 -120.672470 68.020508 -1.693506e+01 -1.724991e+01 0.044054
370719 692 16256.270508 19163.013672 54863.500000 97.357803 235.362381 -135.420090 63.273354 -1.599130e+01 -1.632072e+01 0.017068
370720 692 16538.865234 19496.541016 54649.425781 -100.479439 203.650726 203.822571 60.502613 -1.526193e+01 -1.583985e+01 0.015340
370721 692 16603.119141 19486.574219 54364.683594 293.548187 228.277481 31.833538 69.796616 -1.729727e+01 -1.773644e+01 0.062960
370722 692 16623.951172 19498.564453 54396.394531 212.595901 118.872360 25.909525 70.301620 -1.758633e+01 -1.802226e+01 0.091517
370723 692 16478.947266 19634.892578 54380.019531 34.260487 330.657776 -9.899440 49.315845 -1.492400e+01 -1.560447e+01 0.016375
370724 692 16407.640625 19145.466797 54488.843750 48.292473 182.257935 -122.873131 41.710926 -1.314284e+01 -1.375912e+01 0.002740
370725 692 16505.289062 19276.695312 54592.656250 -24.274216 62.129406 -9.125231 34.013664 -1.564142e+01 -1.637784e+01 0.038119
370726 692 16444.578125 19050.576172 54559.843750 -5.119268 64.210548 26.217722 40.790180 -1.399406e+01 -1.461940e+01 0.005642
370727 692 16365.059570 19176.830078 54590.382812 -144.197861 278.709381 105.844040 38.629898 -1.167412e+01 -1.229598e+01 0.000954
370728 692 16255.715820 19173.802734 54644.210938 -17.142818 87.976463 -53.799164 36.250648 -1.224357e+01 -1.285009e+01 0.001330
370729 692 16248.315430 19157.357422 54774.921875 75.076988 312.385010 -110.545479 31.559086 1.000000e+37 1.000000e+37 0.000000
370730 692 16469.755859 19344.687500 54706.171875 -2.199158 293.031036 230.783554 30.295820 -1.279795e+01 -1.342032e+01 0.002091
370731 692 16686.869141 19243.199219 54654.882812 83.700928 203.666336 -196.610123 31.390278 -9.423812e+00 -9.955278e+00 0.000073
370732 692 16493.746094 19636.382812 54609.312500 90.064262 262.793243 124.527084 32.022411 -1.102798e+01 -1.161757e+01 0.000466
370733 692 16498.648438 19116.205078 54737.171875 105.577797 287.899567 -151.866486 33.022881 -9.273886e+00 -9.827145e+00 0.000100
370734 692 16486.873047 19371.250000 54451.941406 -51.177814 196.648132 24.233492 32.780499 -1.445621e+01 -1.523694e+01 0.015882
370735 692 16694.109375 19644.500000 54390.476562 141.315872 294.118286 72.690109 31.319073 -1.225129e+01 -1.278159e+01 0.000886
370736 692 16302.385742 19307.945312 54712.113281 -65.683479 354.008606 -142.690399 28.334442 1.000000e+37 1.000000e+37 0.000000
370737 692 16287.039062 19157.419922 54552.847656 78.001694 347.210541 61.296093 33.676350 -1.146590e+01 -1.207544e+01 0.000773
370738 692 16676.519531 19295.392578 54389.320312 -45.002438 265.271332 -167.488586 24.245205 1.000000e+37 1.000000e+37 0.000000
370739 692 16541.984375 19202.349609 54558.937500 -33.501450 26.672611 -220.935867 30.696983 -9.526558e+00 -1.008373e+01 0.000127
370740 692 16171.513672 19202.205078 54570.058594 85.269234 299.348572 33.701092 27.579443 -9.408149e+00 -9.963233e+00 0.000110
370741 692 16527.714844 19569.302734 54501.894531 201.267761 341.259521 99.042885 24.402143 1.000000e+37 1.000000e+37 0.000000
370742 692 16520.556641 19165.574219 54456.351562 -22.238993 59.467159 -206.979355 30.555893 -1.089521e+01 -1.138391e+01 0.000251
370743 692 16461.457031 19517.089844 54811.960938 12.744838 93.315102 16.329350 25.503744 -1.021121e+01 -1.076908e+01 0.000223
370744 692 16455.273438 19406.476562 54486.585938 215.419922 126.418190 75.211304 33.031715 -1.258679e+01 -1.327433e+01 0.002396
370745 692 16531.648438 19725.931641 54234.390625 90.702538 221.810272 -28.212048 21.074915 1.000000e+37 1.000000e+37 0.000000
370746 692 16185.377930 19386.455078 54654.199219 128.143600 277.911926 20.146698 25.720425 1.000000e+37 1.000000e+37 0.000000
370747 692 16363.396484 19538.070312 54792.078125 -83.251396 172.267975 102.364120 22.306295 1.000000e+37 1.000000e+37 0.000000
370748 692 16439.261719 19520.750000 54590.125000 106.845490 260.227448 286.424805 24.948057 1.000000e+37 1.000000e+37 0.000000
370749 692 16704.527344 19266.667969 54437.355469 81.206825 287.102478 13.444054 28.080818 -8.565803e+00 -9.133523e+00 0.000061
370750 692 16483.052734 19249.875000 54529.699219 97.902344 101.974030 -328.399414 24.943478 1.000000e+37 1.000000e+37 0.000000
370751 692 16574.121094 19547.791016 54481.453125 31.052523 117.399597 140.085144 25.623226 -8.480454e+00 -9.049876e+00 0.000058
370752 692 16327.900391 19065.919922 54522.734375 77.408676 293.911621 -73.662933 25.191067 -1.018120e+01 -1.075919e+01 0.000278
370753 692 16555.054688 19345.287109 54716.832031 -18.640013 149.459824 123.903496 20.477345 -8.509797e+00 -9.078127e+00 0.000059
370754 692 16341.576172 19154.962891 54480.535156 174.812515 121.790207 -62.753174 20.076880 1.000000e+37 1.000000e+37 0.000000
370755 692 16478.687500 19440.105469 54553.703125 319.633148 123.655273 -38.593330 23.384907 1.000000e+37 1.000000e+37 0.000000
370756 692 16312.684570 19229.021484 54723.550781 37.423893 232.630356 -93.617157 21.350475 1.000000e+37 1.000000e+37 0.000000
370757 692 16626.902344 19406.925781 54579.085938 182.154083 226.477509 20.268360 16.853804 -1.197038e+01 -1.266815e+01 0.001540
370758 692 16496.578125 19436.021484 54811.027344 86.702103 38.005852 136.897614 19.140852 1.000000e+37 1.000000e+37 0.000000
370759 692 16615.511719 19155.146484 54525.988281 -23.191885 245.776215 -118.635483 19.523338 1.000000e+37 1.000000e+37 0.000000
370760 692 16517.847656 19358.748047 54535.441406 -108.558823 -110.583595 -154.947800 26.112604 -1.047211e+01 -1.107530e+01 0.000338
370761 692 16496.058594 19232.373047 54582.500000 -262.300354 191.019897 43.084698 20.181606 1.000000e+37 1.000000e+37 0.000000
370762 692 16412.474609 19431.339844 54666.269531 -43.459496 170.004715 -22.204245 21.400599 -1.031719e+01 -1.094270e+01 0.000283
370763 692 16398.779297 19352.802734 54312.636719 179.404266 309.553131 -35.040401 20.407978 1.000000e+37 1.000000e+37 0.000000
370764 692 16388.261719 19072.841797 54473.214844 -41.951351 413.877380 79.199455 13.905729 1.000000e+37 1.000000e+37 0.000000
370765 692 16500.560547 19220.519531 54609.855469 210.497192 288.872803 236.860764 17.796659 1.000000e+37 1.000000e+37 0.000000
370766 692 16618.638672 19210.199219 54484.527344 96.247566 326.044373 30.481926 21.158382 1.000000e+37 1.000000e+37 0.000000
370767 692 16619.162109 19532.839844 54465.398438 92.973869 -92.245155 -19.035582 15.994714 1.000000e+37 1.000000e+37 0.000000
370768 692 16615.419922 19634.355469 54243.847656 -27.181557 66.391281 87.667839 14.970142 1.000000e+37 1.000000e+37 0.000000
370769 692 16291.927734 19343.873047 54599.363281 -70.329208 339.329620 46.994907 16.053467 1.000000e+37 1.000000e+37 0.000000
370770 692 16263.388672 19365.791016 54630.734375 7.622115 359.409088 -144.614594 12.550935 1.000000e+37 1.000000e+37 0.000000
370771 692 16688.294922 19618.617188 54435.054688 122.886665 234.893036 12.967169 14.173639 1.000000e+37 1.000000e+37 0.000000
370772 692 16592.759766 19578.843750 54455.582031 -27.575644 111.482162 -62.216377 18.785248 1.000000e+37 1.000000e+37 0.000000
370773 692 16411.833984 19372.316406 54538.902344 -1.574616 26.778757 144.327332 21.695522 1.000000e+37 1.000000e+37 0.000000
370774 692 16379.163086 19546.970703 54660.273438 151.752197 -50.870361 -55.476444 14.179002 1.000000e+37 1.000000e+37 0.000000
370775 692 16232.458008 19329.568359 54683.835938 -8.353746 371.380371 -108.674637 13.551546 1.000000e+37 1.000000e+37 0.000000
370776 692 16409.023438 19281.800781 54505.000000 -109.642075 437.272888 -150.726578 15.582253 1.000000e+37 1.000000e+37 0.000000
370777 692 16451.179688 19219.947266 54744.000000 144.303329 309.384979 -151.811935 16.253359 1.000000e+37 1.000000e+37 0.000000
370778 692 16598.714844 19227.408203 54515.140625 -12.860631 238.081894 -230.453568 13.933591 1.000000e+37 1.000000e+37 0.000000
370779 692 16316.438477 19264.173828 54725.152344 -130.989883 102.142784 -38.018272 15.274902 1.000000e+37 1.000000e+37 0.000000
370780 692 16561.912109 19338.302734 54368.804688 74.792542 286.433228 -184.411133 12.823718 1.000000e+37 1.000000e+37 0.000000
370781 692 16692.076172 19409.683594 54461.382812 -29.107998 208.680420 31.972784 14.790563 -1.037821e+01 -1.100408e+01 0.000305
370782 692 16551.251953 19507.355469 54359.984375 6.076348 448.179199 -63.893002 17.100649 1.000000e+37 1.000000e+37 0.000000
370783 692 16678.312500 19519.365234 54375.785156 4.541111 147.807587 65.474915 17.963991 1.000000e+37 1.000000e+37 0.000000
370784 692 16452.820312 19112.458984 54488.980469 -162.710922 121.626198 69.140038 15.342997 1.000000e+37 1.000000e+37 0.000000
370785 692 16363.561523 19318.322266 54433.812500 153.156052 415.608276 45.839371 15.094423 1.000000e+37 1.000000e+37 0.000000
370786 692 16503.179688 19423.515625 54451.691406 173.011093 119.012001 53.722183 13.611569 -9.597050e+00 -1.016400e+01 0.000152
370787 692 16487.267578 19281.482422 54600.671875 109.020828 172.022491 -188.953552 20.487633 1.000000e+37 1.000000e+37 0.000000
370788 692 16244.557617 19356.521484 54530.730469 -30.969990 196.718536 213.154053 13.452671 1.000000e+37 1.000000e+37 0.000000
370789 692 16469.166016 19364.041016 54387.824219 -235.670868 224.902084 63.764622 13.280586 1.000000e+37 1.000000e+37 0.000000
370790 692 16498.824219 19478.580078 54460.453125 246.543625 326.752319 145.522888 12.970485 1.000000e+37 1.000000e+37 0.000000
370791 692 16428.103516 19548.291016 54737.820312 113.193130 263.013306 208.753418 13.779006 1.000000e+37 1.000000e+37 0.000000
370792 692 16562.351562 19342.449219 54524.187500 1.262451 394.692383 164.607697 17.103119 1.000000e+37 1.000000e+37 0.000000
370793 692 16414.632812 19077.976562 54561.183594 -104.379181 214.266739 117.195854 13.523845 1.000000e+37 1.000000e+37 0.000000
370794 692 16681.041016 19452.300781 54562.808594 82.258148 198.762405 69.343079 15.484527 1.000000e+37 1.000000e+37 0.000000
370795 692 16236.041992 19260.933594 54670.476562 -28.246538 260.234894 -94.087158 12.724222 1.000000e+37 1.000000e+37 0.000000
370796 692 16608.183594 19426.988281 54431.492188 -19.516336 309.526917 148.175507 14.161740 1.000000e+37 1.000000e+37 0.000000
370797 692 16430.857422 19367.517578 54289.300781 9.719288 348.481964 207.961060 12.518395 1.000000e+37 1.000000e+37 0.000000
370798 692 16421.542969 19146.312500 54441.929688 174.433899 232.965668 -76.496849 15.538705 1.000000e+37 1.000000e+37 0.000000
370799 692 16529.085938 19383.886719 54685.382812 109.507843 422.365356 127.615036 15.911750 1.000000e+37 1.000000e+37 0.000000
370800 692 16379.202148 19115.677734 54805.402344 79.263748 279.943390 128.846405 12.780884 1.000000e+37 1.000000e+37 0.000000
370801 692 16537.779297 19289.013672 54716.175781 -16.937445 128.524826 -33.533741 17.038681 1.000000e+37 1.000000e+37 0.000000
370802 692 16515.810547 19392.984375 54713.078125 42.913513 -36.523102 -199.046448 14.306060 1.000000e+37 1.000000e+37 0.000000
370803 692 16593.029297 19264.232422 54502.558594 -77.142754 -80.539276 -109.346481 12.877797 1.000000e+37 1.000000e+37 0.000000
370804 692 16346.163086 19084.072266 54604.691406 45.528610 183.838684 -90.510010 12.753734 1.000000e+37 1.000000e+37 0.000000
370805 692 16262.185547 19237.037109 54870.179688 35.349205 145.182175 -22.949043 15.267125 1.000000e+37 1.000000e+37 0.000000
370806 692 16655.384766 19574.123047 54558.539062 142.846771 152.794495 126.521118 15.365024 1.000000e+37 1.000000e+37 0.000000
370807 692 16511.906250 19220.589844 54610.468750 -111.995132 81.181435 33.740234 17.789968 1.000000e+37 1.000000e+37 0.000000
370808 692 16217.506836 19378.843750 54707.703125 55.848938 194.799957 188.738327 11.153510 1.000000e+37 1.000000e+37 0.000000
370809 692 16498.638672 19535.306641 54442.132812 115.891548 204.465164 -54.782421 15.746668 1.000000e+37 1.000000e+37 0.000000
370810 692 16501.392578 19550.123047 54394.000000 -22.433418 352.842133 93.498268 14.005903 1.000000e+37 1.000000e+37 0.000000
370811 692 16338.927734 19396.050781 54404.066406 189.853699 69.751488 80.783478 11.823824 1.000000e+37 1.000000e+37 0.000000
370812 692 16240.250977 19157.474609 54659.324219 81.023033 129.756302 -74.551758 13.920525 1.000000e+37 1.000000e+37 0.000000
370813 692 16229.607422 19401.705078 54601.343750 47.021729 313.510529 21.335070 11.886822 1.000000e+37 1.000000e+37 0.000000
370814 692 16427.886719 19256.462891 54530.761719 -150.497559 427.836243 -153.190140 11.659448 1.000000e+37 1.000000e+37 0.000000
370815 692 16386.863281 19408.507812 54355.953125 -19.315039 336.773926 226.333817 9.762483 1.000000e+37 1.000000e+37 0.000000
370816 692 16238.637695 19403.160156 54635.382812 -35.893063 230.112106 163.801880 12.778537 1.000000e+37 1.000000e+37 0.000000
370817 692 16422.929688 19303.117188 54505.496094 297.139984 288.859222 68.850128 12.538495 1.000000e+37 1.000000e+37 0.000000
370818 692 16328.484375 19354.009766 54562.199219 -28.907980 303.833191 -1.676634 15.038860 1.000000e+37 1.000000e+37 0.000000
370819 692 16306.113281 19322.093750 54708.332031 -99.868210 343.086334 -154.020874 13.302147 1.000000e+37 1.000000e+37 0.000000
370820 692 16631.039062 19393.751953 54641.289062 166.804062 294.121124 6.411465 13.492521 1.000000e+37 1.000000e+37 0.000000
370821 692 16633.857422 19570.400391 54258.855469 46.576824 136.896774 30.284727 13.492356 1.000000e+37 1.000000e+37 0.000000
370822 692 16330.568359 19502.146484 54735.433594 -115.802116 131.769028 31.124235 10.762397 1.000000e+37 1.000000e+37 0.000000
370823 692 16653.738281 19240.283203 54436.800781 -99.171661 76.961510 146.554718 11.066748 1.000000e+37 1.000000e+37 0.000000
