#subID	 x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG
#subID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags
419848 20329.064453 37452.175781 7107.438965 -163.322098 -59.813786 -76.543121 207.371582 -2.102761e+01 -2.165078e+01
419849 20369.937500 37561.734375 7052.311035 -150.661240 -199.434097 99.451744 39.598637 -1.224359e+01 -1.279542e+01
419850 20403.867188 37555.734375 7136.436523 -359.375397 -154.289856 -51.904865 31.631062 -9.507628e+00 -1.006687e+01
419851 20227.921875 37522.710938 7063.139160 -13.137965 -97.404861 -129.293304 27.794996 -1.123221e+01 -1.179679e+01
419852 20332.054688 37437.707031 7257.406250 -221.830902 59.408062 38.649307 21.290823 1.000000e+37 1.000000e+37
419853 20369.166016 37494.468750 7127.464355 -444.493713 -190.714905 -58.752308 21.418205 1.000000e+37 1.000000e+37
419854 20411.568359 37257.769531 7185.442871 -224.259415 -180.720200 -1.686238 16.113928 1.000000e+37 1.000000e+37
419855 20450.873047 37342.597656 7013.872559 -167.182556 -187.895538 -90.741348 18.339132 1.000000e+37 1.000000e+37
419856 20308.365234 37373.417969 7172.707520 -271.831024 46.679459 110.791428 17.555170 1.000000e+37 1.000000e+37
419857 20191.156250 37638.671875 6925.311035 -196.616867 -16.801918 -69.328392 18.893862 1.000000e+37 1.000000e+37
419858 20486.330078 37399.265625 7002.368652 -116.328461 -171.548218 -127.821701 16.366236 1.000000e+37 1.000000e+37
419859 20229.769531 37495.640625 6938.621582 -286.982574 -26.992027 -133.501556 19.099346 1.000000e+37 1.000000e+37
419860 20251.939453 37566.265625 7038.204590 -300.067291 58.557026 -11.760055 15.637486 1.000000e+37 1.000000e+37
419861 20251.230469 37624.210938 6996.953613 -215.245941 33.724041 -109.321747 16.632217 -8.686111e+00 -9.254679e+00
419862 20184.031250 37562.226562 7086.447266 -131.307220 -221.455078 20.570538 12.649696 1.000000e+37 1.000000e+37
419863 20546.269531 37573.425781 7100.541504 -330.162598 -95.549767 -40.490440 13.032152 1.000000e+37 1.000000e+37
419864 20518.109375 37481.128906 7056.624512 -121.654076 -179.548996 -52.319359 13.722177 1.000000e+37 1.000000e+37
419865 20323.726562 37465.519531 6881.557617 -206.441284 -180.157364 -166.781525 10.736774 1.000000e+37 1.000000e+37
419866 20196.078125 37516.871094 7155.016113 -118.084045 22.767672 -253.730484 10.503278 1.000000e+37 1.000000e+37
419867 20378.390625 37505.507812 7027.726074 -73.216232 -71.820740 5.099815 15.943486 1.000000e+37 1.000000e+37
419868 20356.347656 37440.203125 7164.522461 -137.020020 8.487373 -343.867401 10.750526 1.000000e+37 1.000000e+37
419869 20154.333984 37398.312500 7131.623047 -103.497925 -112.959816 -9.319364 13.917252 1.000000e+37 1.000000e+37
419870 20383.054688 37286.304688 7099.654297 -219.125290 13.005395 36.747101 12.404650 1.000000e+37 1.000000e+37
419871 20374.746094 37467.425781 7114.023926 -91.136368 134.150543 -227.148285 16.079529 1.000000e+37 1.000000e+37
419872 20273.503906 37436.738281 7154.098145 32.260742 -259.545380 -37.372810 13.159701 1.000000e+37 1.000000e+37
419873 20309.777344 37398.769531 7155.668945 -261.752167 -85.822495 -288.648285 12.449738 1.000000e+37 1.000000e+37
419874 20439.412109 37616.101562 7070.649414 -354.276489 -113.530853 -46.524498 9.595632 1.000000e+37 1.000000e+37
419875 20374.474609 37503.179688 7110.455078 -327.957794 -151.691193 -77.695259 11.284410 1.000000e+37 1.000000e+37
419876 20336.050781 37545.000000 7122.974121 -343.537140 -223.522369 -47.349068 10.026666 1.000000e+37 1.000000e+37
419877 20389.222656 37611.035156 7003.126953 -85.540024 8.061488 37.720089 13.712853 1.000000e+37 1.000000e+37
419878 20389.751953 37560.183594 7127.539551 -187.373917 17.182674 95.244705 10.513588 1.000000e+37 1.000000e+37
419879 20429.791016 37600.796875 7075.873535 -84.016953 -24.642992 -5.317536 7.420238 1.000000e+37 1.000000e+37
419880 20378.820312 37473.597656 7095.779297 -387.457520 -55.013676 -61.325474 12.025436 1.000000e+37 1.000000e+37
419881 20210.246094 37602.160156 6988.712402 -110.877357 -37.237598 -146.332901 12.177901 1.000000e+37 1.000000e+37
419882 20278.771484 37500.179688 7238.749512 -272.394348 -94.811470 70.716309 7.824029 1.000000e+37 1.000000e+37
473562 19934.412109 36860.007812 7735.010742 -123.479820 -55.151058 -113.023109 159.740036 -2.103696e+01 -2.142047e+01
473563 19996.490234 37010.222656 7766.557617 -205.990753 -72.935356 -108.901054 25.850248 1.000000e+37 1.000000e+37
473564 20020.949219 36738.839844 7712.705566 -34.375538 13.678201 -69.321983 24.320566 -8.726816e+00 -9.292631e+00
473565 19980.400391 36758.195312 7700.216309 -101.856979 -52.566582 -194.323639 23.697472 -8.674115e+00 -9.245124e+00
473566 19992.376953 37001.773438 7758.227539 -192.520279 -74.063164 -162.724136 18.847643 1.000000e+37 1.000000e+37
473567 19846.958984 36815.781250 7750.885254 -162.420471 0.747446 -187.092087 15.245689 1.000000e+37 1.000000e+37
473568 19896.226562 36881.527344 7757.024414 -143.939316 49.747307 -206.507629 19.357571 1.000000e+37 1.000000e+37
473569 19909.753906 36806.273438 7763.293945 -112.962120 102.403709 -109.246368 14.076158 -8.792968e+00 -9.363821e+00
473570 20067.533203 36833.332031 7718.721191 -146.960983 62.576099 -124.687614 10.266769 1.000000e+37 1.000000e+37
473571 19966.195312 36946.027344 7732.548828 -74.229507 -219.260300 -84.927795 8.566713 1.000000e+37 1.000000e+37
473572 19928.001953 36851.011719 7832.859863 -202.637512 -90.720871 -258.812012 8.171653 1.000000e+37 1.000000e+37
473573 19951.929688 36794.613281 7659.086914 -122.917961 -167.551041 -44.304070 9.626429 1.000000e+37 1.000000e+37
473574 20005.388672 36863.613281 7730.249512 -217.388687 -47.890388 -261.275421 9.045774 1.000000e+37 1.000000e+37
473575 19859.509766 36837.816406 7824.836914 -67.750801 -45.401443 -172.134613 12.128791 1.000000e+37 1.000000e+37
490227 19517.689453 37423.871094 4527.854980 -85.638573 9.041723 -99.927002 12.519361 1.000000e+37 1.000000e+37
554907 19826.611328 37797.246094 5344.865723 -165.560577 -48.108868 -88.905914 97.617798 -1.861321e+01 -1.896289e+01
554908 19758.408203 37851.816406 5299.300293 -99.157532 -15.659226 -52.096806 19.959223 1.000000e+37 1.000000e+37
554909 19785.435547 37879.578125 5300.305664 -156.789932 -19.515547 -47.580246 20.748451 1.000000e+37 1.000000e+37
554910 19770.505859 37781.679688 5371.868164 -80.705811 -104.854736 -80.588013 13.912270 1.000000e+37 1.000000e+37
554911 19847.716797 37797.679688 5292.526855 -150.068542 -104.574699 -73.932579 17.587759 1.000000e+37 1.000000e+37
554912 19807.015625 37836.121094 5355.110840 -116.066185 -145.485397 -142.816513 13.053051 1.000000e+37 1.000000e+37
554913 19798.714844 37859.511719 5433.711914 -127.805489 -82.185143 -42.227940 11.314624 1.000000e+37 1.000000e+37
591843 19653.013672 36790.414062 7958.520508 -89.545921 -21.527662 -148.092880 77.078827 -1.727479e+01 -1.773402e+01
591844 19647.761719 36803.675781 7970.180664 -118.625862 2.832522 -203.780518 34.816719 -1.270908e+01 -1.311175e+01
591845 19684.361328 36710.226562 7930.356445 -135.573639 -8.281489 -133.022903 19.460573 1.000000e+37 1.000000e+37
624020 19928.257812 39083.351562 5733.392090 -159.579895 -54.710163 -78.767860 61.413750 -1.573583e+01 -1.600811e+01
624021 19886.523438 39064.738281 5766.618652 -206.195343 -7.904405 -95.850548 50.994766 -1.400479e+01 -1.433973e+01
624022 19905.691406 39061.867188 5690.725098 -122.458275 -3.111245 -92.697212 15.070886 1.000000e+37 1.000000e+37
624023 19918.554688 39123.078125 5726.122070 -116.524750 -55.822063 -135.514603 16.869741 1.000000e+37 1.000000e+37
624024 19931.169922 39035.941406 5736.437012 -109.689133 -22.826750 -75.240982 13.581228 1.000000e+37 1.000000e+37
624025 19936.537109 39109.003906 5710.844238 -131.806778 -71.469490 -33.531063 9.632751 1.000000e+37 1.000000e+37
624026 19918.486328 39112.433594 5697.406738 -158.687164 -91.809761 -65.335571 10.323126 1.000000e+37 1.000000e+37
624436 19800.044922 39390.957031 5502.330078 -128.766266 -33.654934 -76.504105 68.537651 -1.650946e+01 -1.691349e+01
624437 19817.679688 39388.882812 5544.033203 -129.840714 -18.229305 -62.818439 14.632057 1.000000e+37 1.000000e+37
624438 19801.914062 39398.781250 5520.490723 -87.470169 -96.890305 -36.824532 17.564859 1.000000e+37 1.000000e+37
