#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc/h	 kpc/h	 kpc/h	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun/h
412138 1294 61222.445312 62944.363281 21151.441406 69.019844 62.000175 197.508987 264.411804 -2.129435e+01 -2.196916e+01 7.061152
412139 1294 61244.445312 62961.539062 20939.675781 55.569721 55.005337 355.383636 42.771664 -1.261829e+01 -1.325895e+01 0.002090
412140 1294 61403.847656 62913.394531 20996.513672 92.032875 33.820198 272.233521 24.009642 -9.621824e+00 -1.017179e+01 0.000124
412141 1294 61291.707031 62976.496094 20940.871094 -65.740944 85.846329 149.584793 20.312494 1.000000e+37 1.000000e+37 0.000000
412142 1294 61267.515625 62895.917969 20922.050781 170.051315 13.845891 219.379166 22.344538 1.000000e+37 1.000000e+37 0.000000
412143 1294 61204.132812 62968.089844 20973.796875 146.937439 109.591805 6.704237 16.730610 1.000000e+37 1.000000e+37 0.000000
412144 1294 61106.777344 63095.539062 21179.312500 186.745209 -28.763073 340.209534 17.133635 1.000000e+37 1.000000e+37 0.000000
412145 1294 61136.371094 62808.500000 21139.257812 40.637726 189.500351 77.326385 17.502590 1.000000e+37 1.000000e+37 0.000000
412146 1294 61274.695312 62945.707031 21105.988281 184.238434 -80.027084 284.321167 24.991394 -8.708385e+00 -9.280577e+00 0.000075
412147 1294 61370.097656 62827.031250 21092.572266 -31.052000 -30.388248 186.496140 19.610979 1.000000e+37 1.000000e+37 0.000000
412148 1294 61032.796875 63015.019531 21109.240234 105.272881 65.275604 270.114716 17.927101 1.000000e+37 1.000000e+37 0.000000
412149 1294 61097.937500 62908.359375 21263.027344 204.268036 -50.041683 127.623184 15.738850 1.000000e+37 1.000000e+37 0.000000
412150 1294 61069.015625 62780.199219 21140.283203 52.656940 138.055740 91.387436 13.517703 1.000000e+37 1.000000e+37 0.000000
412151 1294 61409.683594 62896.855469 20990.849609 155.878281 83.686378 310.850067 13.136960 1.000000e+37 1.000000e+37 0.000000
412152 1294 61120.597656 62994.824219 21121.974609 20.994440 -47.260349 273.275391 18.556601 1.000000e+37 1.000000e+37 0.000000
412153 1294 61286.906250 62849.660156 20942.152344 151.754547 6.802769 188.644867 14.152252 1.000000e+37 1.000000e+37 0.000000
412154 1294 61306.285156 62799.496094 21050.759766 -98.731659 129.156631 181.990234 9.796865 1.000000e+37 1.000000e+37 0.000000
412155 1294 61181.214844 62948.535156 21226.726562 111.077202 232.449753 145.081161 18.337484 1.000000e+37 1.000000e+37 0.000000
412156 1294 61129.050781 63001.753906 21142.152344 36.546200 112.195885 16.109737 12.731621 1.000000e+37 1.000000e+37 0.000000
412157 1294 61161.000000 62932.343750 21035.349609 140.491623 171.451340 0.438258 10.337857 1.000000e+37 1.000000e+37 0.000000
412158 1294 61201.804688 62987.085938 21013.333984 184.546951 172.240265 54.851849 9.949054 1.000000e+37 1.000000e+37 0.000000
412159 1294 61189.386719 62958.714844 21302.380859 229.117081 -38.089466 216.694748 12.263225 1.000000e+37 1.000000e+37 0.000000
412160 1294 61169.007812 62926.921875 21018.837891 -107.501694 44.421841 142.140579 13.883974 1.000000e+37 1.000000e+37 0.000000
412161 1294 61380.585938 62887.062500 21138.667969 19.908039 37.630066 319.222076 11.795026 1.000000e+37 1.000000e+37 0.000000
412162 1294 61307.433594 62817.996094 21135.765625 95.682251 -110.761497 178.299927 9.490820 1.000000e+37 1.000000e+37 0.000000
412163 1294 61259.621094 63028.781250 21016.941406 124.578362 -30.202801 112.245163 13.464289 1.000000e+37 1.000000e+37 0.000000
412164 1294 61173.644531 62948.019531 20953.037109 126.986954 -52.303307 132.444473 11.120914 1.000000e+37 1.000000e+37 0.000000
412165 1294 61131.339844 62930.148438 21254.650391 88.973572 202.638748 155.573853 11.589966 1.000000e+37 1.000000e+37 0.000000
412166 1294 61254.101562 62921.824219 21165.275391 231.472061 143.248276 -85.745331 12.524076 1.000000e+37 1.000000e+37 0.000000
412167 1294 61304.750000 62887.863281 21280.101562 -17.975262 74.447815 356.516632 9.392331 1.000000e+37 1.000000e+37 0.000000
412168 1294 61195.097656 62948.695312 21278.472656 243.117844 23.135698 154.680023 11.083775 1.000000e+37 1.000000e+37 0.000000
412169 1294 61151.453125 62847.058594 21060.109375 243.569061 172.276932 217.915207 9.165443 1.000000e+37 1.000000e+37 0.000000
412170 1294 61216.804688 62996.410156 21134.800781 -99.486366 -68.766037 406.588379 10.894017 1.000000e+37 1.000000e+37 0.000000
412171 1294 61200.308594 63050.351562 21154.103516 175.440247 110.488525 73.936211 11.579113 1.000000e+37 1.000000e+37 0.000000
412172 1294 61086.023438 63048.800781 21116.142578 -39.381794 220.635406 247.245575 11.508007 1.000000e+37 1.000000e+37 0.000000
