#FOFID pos_x pos_y pos_z vel_x vel_y vel_z
#integer kpc/h kpc/h kpc/h km/s km/s km/s 
376 22238.416016 48879.453125 70218.265625 -299.502686 19.799442 -159.778534
377 51848.132812 30664.148438 23025.732422 247.232254 49.782764 160.978607
378 52837.363281 21053.267578 2614.315918 4.619565 30.333326 137.403580
379 1246.578979 25082.878906 58790.476562 243.610367 137.787781 55.548698
380 14617.275391 4257.929688 22827.347656 -7.399665 300.802094 -63.794010
381 3640.392090 22893.625000 18654.386719 -131.885483 247.498322 332.528381
382 20568.070312 54016.195312 53768.546875 -41.187828 -244.538208 -187.579468
383 27236.515625 62149.164062 28443.464844 63.911209 -82.476257 210.981689
384 3316.300781 49475.824219 19765.179688 41.223763 -148.253510 107.702240
385 13743.593750 6085.321289 17773.394531 122.315437 190.086166 164.773026
386 16900.318359 21255.214844 32435.919922 -154.668182 42.282166 -35.470127
387 73213.500000 71086.703125 5127.585449 185.799469 -79.079697 5.667415
388 30383.937500 52619.324219 49305.785156 -384.312500 -9.900025 -127.777824
389 63739.113281 36262.121094 814.347595 218.361832 -247.583344 42.492260
390 70159.054688 24836.333984 14829.000977 289.089844 18.115520 264.432129
391 66609.523438 65008.046875 39829.605469 -111.185951 -54.994675 186.023422
392 33537.605469 6864.468262 35799.164062 -40.167171 -93.191994 153.502563
393 28690.023438 22328.501953 26490.316406 -200.956329 -110.574242 134.497574
394 12158.626953 18478.875000 67607.960938 -70.637589 74.426712 -31.408922
395 3009.829102 55564.972656 37550.277344 14.950477 -107.213165 299.246613
396 25589.728516 62539.449219 27450.951172 31.800211 -6.181783 255.522507
397 4378.414062 31266.830078 4845.107422 11.600239 -257.460663 137.586136
398 27805.833984 64907.718750 509.873901 -321.612946 224.540390 -124.994743
399 1149.882446 46632.531250 55808.058594 247.451431 355.461243 -95.471672
400 70363.742188 16295.459961 270.377808 97.266525 193.191757 68.511032
401 20772.064453 17663.824219 26907.835938 -252.668411 -46.792484 172.449417
402 5659.302246 54404.605469 30676.906250 -41.804150 -80.269020 183.809219
403 73810.703125 54629.371094 53070.964844 -35.667576 -57.120670 232.312759
404 3403.655518 53526.843750 42069.753906 110.737587 -115.516190 385.642273
405 70957.132812 13726.948242 54658.980469 91.516167 17.751177 -113.012909
406 53184.125000 46561.457031 25904.111328 -253.191177 -97.594574 220.036026
407 45690.984375 17337.000000 41486.394531 41.536423 -44.831593 45.574444
408 60258.144531 71313.562500 35159.363281 -90.343102 213.246933 226.769943
409 55597.320312 13188.144531 58421.675781 -210.057861 -86.437393 -194.229141
410 17512.710938 14656.389648 6419.779785 -11.045880 -94.943001 37.013554
411 25422.087891 60548.429688 54052.507812 63.089214 -193.334457 3.947693
412 17053.152344 33966.878906 31816.044922 8.878675 20.680893 138.585297
413 41402.925781 16231.614258 63627.816406 -69.702782 40.660873 -99.006958
414 35835.750000 64746.699219 48790.832031 -36.020443 127.431808 -297.640228
415 72748.101562 54931.316406 47568.312500 235.278915 236.027878 125.116722
416 25396.357422 52849.410156 41779.574219 -169.236954 -17.807192 335.442261
417 14263.915039 30932.156250 29102.199219 -113.061310 39.735413 33.500343
418 39197.304688 61995.640625 29624.404297 -4.470489 41.977406 257.926239
419 51432.574219 46309.976562 25977.728516 44.423573 54.621246 206.055145
420 27395.302734 38621.726562 43275.738281 -528.773560 -134.925018 195.440170
421 50762.414062 34052.558594 74734.101562 -81.707993 18.588896 -90.456169
422 62988.156250 16042.307617 28729.962891 489.616058 -47.158382 -10.317806
423 38205.582031 37157.234375 74659.007812 80.261673 -95.176208 -256.024017
424 2856.487061 43659.972656 55305.414062 189.918564 192.262970 40.631943
425 38771.949219 67372.148438 46244.683594 316.354065 -63.714581 -411.199036
426 47421.277344 4932.717773 40950.136719 155.580597 -185.693756 -94.399704
427 18002.857422 24609.671875 53668.882812 205.612518 -84.835503 -224.881409
428 25844.031250 6748.125488 56091.906250 135.292526 -12.058813 75.008049
429 51121.031250 17777.437500 39118.277344 2.985893 -219.006744 13.762862
430 73951.460938 33880.992188 65901.406250 315.078583 -34.250710 106.264679
431 15376.452148 22883.947266 582.862488 -179.617584 -63.520306 55.136238
432 74226.265625 51800.976562 31229.115234 92.258820 -23.023640 145.505005
433 60006.160156 10644.963867 31566.376953 83.075249 107.204613 295.145782
434 9287.907227 42602.234375 30381.951172 122.529709 -39.344265 -42.997372
435 53997.980469 27958.849609 1766.459473 192.838821 164.110031 78.146278
436 5671.452148 52275.191406 27309.800781 -16.327425 -141.549561 208.586624
437 42737.441406 74998.164062 50417.132812 -145.309128 -154.631454 -152.843231
438 59733.625000 21782.027344 17532.031250 237.582581 21.340029 158.338928
439 60421.812500 9768.928711 13368.243164 28.268990 155.306778 131.754608
440 44207.890625 63534.957031 48461.007812 -171.814560 192.878616 -302.267914
441 58200.968750 22254.974609 16299.430664 282.702515 -49.943619 101.886543
442 59847.058594 68570.015625 46160.832031 16.227720 11.885300 -184.366089
443 4422.514160 40768.414062 28384.343750 239.778503 -119.570236 57.185993
444 53629.714844 31805.074219 24048.875000 58.647903 -43.201336 73.720924
445 65241.535156 61488.746094 32000.871094 54.155159 134.548401 177.714478
446 18374.902344 66050.562500 2268.713867 295.620697 475.745087 -276.834412
447 41327.773438 8754.845703 62987.625000 -104.399666 -143.318634 -53.803524
448 59780.554688 43944.039062 62784.976562 -79.191528 119.343430 -109.147339
449 61385.871094 4560.978027 35756.203125 -145.371597 -7.617124 225.822693
450 60822.597656 12157.133789 66022.820312 6.607481 43.027111 -32.022827
451 1434.049072 20126.212891 24971.357422 -241.890732 -196.751022 -581.886108
452 19098.320312 9300.541016 28655.531250 -406.061371 150.005020 -126.313843
453 57250.265625 54634.070312 41537.109375 47.407192 133.336670 49.998745
454 17446.939453 42750.621094 57413.148438 -19.371101 80.663399 -375.249786
455 30791.212891 62446.234375 32474.900391 -84.778931 -196.703140 74.587006
456 56878.683594 34011.500000 25108.738281 14.096455 -178.567505 -19.459150
457 7629.812012 32049.162109 37420.160156 162.718369 13.878069 -101.181122
458 32549.783203 13492.865234 9721.297852 -156.499084 -93.457985 -19.376637
459 14016.490234 54549.187500 69089.296875 11.809962 -278.369415 -303.052460
460 62567.242188 7359.179199 37850.929688 -63.297329 -186.179031 -185.171707
461 24186.589844 28901.314453 41100.558594 -130.787704 489.439117 -2.391975
462 14622.245117 19247.517578 33836.714844 6.830999 -3.902028 -103.678185
463 1527.607300 10205.181641 33095.539062 83.913651 28.709246 -328.477417
464 39.086895 54274.660156 42714.679688 335.039215 195.029541 128.303802
465 67714.140625 24380.771484 7773.555664 244.150223 133.885880 266.656464
466 10957.982422 7437.430176 7581.737793 239.166824 -57.271030 152.065216
467 10974.280273 66482.640625 72450.320312 347.339447 -216.345963 36.444870
468 8781.102539 43203.453125 27054.185547 120.945908 -343.898926 110.792320
469 73857.117188 32518.423828 9309.638672 357.677704 -413.282288 41.805149
470 17633.429688 17915.697266 28563.937500 -202.476929 -7.252059 -141.385941
471 45846.140625 36083.660156 73002.781250 -2.732170 276.554047 -345.131500
472 21362.367188 53590.503906 54712.761719 -145.172180 -321.197876 -128.346237
473 25805.832031 6732.708984 68066.234375 -21.271780 -123.991806 108.635406
474 48322.656250 65768.140625 24234.300781 254.995377 272.232452 157.635864
475 49175.964844 18671.183594 40650.468750 24.637756 -176.394943 0.058520
476 50013.371094 36492.433594 28381.472656 34.681347 -140.324707 -128.844101
477 3766.893555 3680.047363 36876.343750 5.746240 237.514893 11.710060
478 63310.152344 63681.515625 41195.382812 173.373611 171.996811 81.225433
479 53713.406250 8746.152344 40142.175781 124.658127 -135.941605 -272.837189
480 57854.171875 59097.675781 6737.237305 -35.994061 65.008980 85.510902
481 52299.453125 8011.734863 37411.011719 420.877869 -146.871307 47.766907
482 23150.138672 66396.429688 22812.089844 104.223869 -145.073517 69.762581
483 51629.578125 38982.265625 71292.828125 -153.064362 -326.790955 -153.903397
484 25051.517578 10335.641602 12307.147461 -410.996948 -169.113998 -96.007690
485 38672.578125 39144.449219 55505.308594 -183.893631 -1.116679 55.247807
486 22211.367188 48343.421875 72228.328125 -225.649796 -3.724655 -177.338455
487 24061.279297 18738.173828 28509.679688 -299.455475 -168.642288 315.423615
488 66881.851562 27070.287109 13261.940430 439.541016 -251.554123 167.744293
489 33204.257812 8436.744141 35596.500000 -247.019363 -180.434601 201.230164
490 46565.519531 63489.753906 23780.072266 180.977615 168.450195 253.313416
491 62107.390625 18660.371094 6079.078613 153.700211 151.240707 115.515488
492 10233.187500 58413.757812 35325.750000 5.034404 -184.438812 283.720947
493 25566.404297 59789.214844 54721.101562 -21.767208 -291.710938 -261.014954
494 32286.197266 73007.500000 33293.625000 122.184769 16.400078 251.946503
495 29457.048828 31446.949219 4154.241211 7.175469 22.509649 -8.469136
496 69336.828125 60610.332031 40450.589844 334.987640 -103.226974 190.474380
497 52907.566406 5865.922363 61933.582031 -63.795040 -18.108410 -123.492882
498 53335.632812 73617.039062 28055.033203 39.091343 -128.895172 190.290298
499 23042.449219 8863.281250 29895.511719 -193.071259 -38.526611 -33.502369
500 5293.259766 32372.798828 22866.224609 -81.427727 -241.525528 -127.906525
501 58444.171875 29223.060547 747.540771 11.052406 4.572603 216.160019
502 9725.960938 32856.339844 64048.156250 -9.458788 243.117508 -57.601048
503 28436.246094 74027.312500 28627.070312 -53.861374 73.501701 177.440338
504 14990.146484 18876.830078 8036.509277 -113.017586 -17.628233 -7.907328
505 44809.011719 22281.398438 42889.726562 -100.200508 -138.036621 56.512558
506 3424.364258 26898.273438 72782.179688 103.495972 174.173721 111.658401
507 21670.597656 7892.819336 5062.943359 -161.281754 -128.742813 118.562843
508 53040.222656 72309.710938 44492.152344 -47.120003 -177.502365 -439.126495
509 69321.609375 24986.802734 12974.442383 310.761108 146.080627 484.272491
510 16338.870117 53362.199219 65353.441406 93.662857 133.880569 -4.079279
511 2165.379150 24236.970703 55340.910156 151.591995 126.258690 107.839684
512 23929.537109 58890.472656 54949.164062 -90.601112 -171.386566 -43.360874
513 55544.945312 15379.355469 37583.605469 68.641739 -277.810608 -118.619141
514 8837.191406 2005.952881 21138.445312 88.311852 243.326172 62.413139
515 18419.500000 24720.095703 10996.139648 -191.288544 -95.238914 -15.379088
516 53846.464844 71763.898438 22307.685547 0.841062 -158.519745 156.263794
517 495.871826 5472.939941 29104.773438 20.727777 290.638184 186.187073
518 64732.429688 36351.382812 637.972595 222.398697 -10.571332 33.690155
519 17065.158203 50332.113281 63728.953125 -263.016052 205.387115 -241.074936
520 73971.648438 26531.968750 9787.681641 226.598495 255.106155 441.288483
521 24062.242188 10216.122070 64282.054688 15.926633 -78.790550 -11.058282
522 7948.994629 54766.484375 72487.000000 265.069122 -111.414520 -254.240509
523 63868.464844 18126.289062 3612.557861 108.583313 157.828217 178.543671
524 13154.030273 1208.326782 8671.501953 271.653320 -12.166013 12.008698
525 19320.183594 65318.472656 73902.796875 -97.283340 241.780991 78.974541
526 3206.982666 42667.128906 55796.472656 191.302353 318.462799 37.398720
527 68204.500000 59671.144531 50008.628906 278.492920 -34.493973 409.144745
528 2754.979004 33184.628906 59514.714844 433.871460 205.329132 93.343651
529 25335.673828 48596.042969 7833.880371 -95.819672 -37.908470 -115.158195
530 7868.473633 9978.027344 39361.312500 -138.318466 107.779854 -377.792664
531 14307.317383 10424.731445 30983.164062 -272.858337 62.248634 -357.041473
532 15477.525391 38780.097656 31760.337891 -101.982628 56.837929 176.346741
533 57845.582031 32930.687500 24227.255859 124.002144 -45.032463 -13.999691
534 4561.835938 28269.199219 9334.858398 -96.986252 -49.377396 221.836823
535 21427.031250 66224.000000 147.299698 -410.069214 370.653839 -92.634499
536 24680.148438 61934.000000 24589.796875 -22.491247 142.677750 243.997696
537 46188.632812 26341.166016 43390.664062 -190.858749 -105.739136 -72.832115
538 72187.007812 69607.960938 9524.138672 161.187683 -35.231689 48.294147
539 7569.566406 43852.660156 51803.949219 222.239502 283.997528 18.193024
540 74035.750000 55014.308594 55292.800781 -14.558274 -36.006031 -323.625092
541 9329.470703 14589.397461 63168.660156 127.510010 380.200623 -115.257553
542 73543.171875 8416.173828 45142.300781 -11.503669 -117.690796 -235.605026
543 73235.101562 23851.736328 16589.966797 589.392639 377.405090 229.312347
544 48254.570312 3673.810059 12477.764648 59.026245 -12.823296 5.906295
545 19400.037109 5725.032715 42588.730469 -39.929504 80.474823 -119.128242
546 25233.972656 41183.066406 52291.957031 -220.105270 432.288300 -509.146240
547 36201.343750 34490.679688 70410.320312 87.030991 -6.867409 -112.353294
548 17697.808594 46607.738281 72967.656250 -161.357086 14.786548 -342.846161
549 20086.500000 22997.410156 41091.460938 38.329826 163.360672 -82.337326
550 8666.039062 34988.796875 61993.132812 298.865997 124.541321 -228.022125
551 18335.458984 56412.605469 66577.132812 -142.658752 -186.191757 -227.781967
552 62184.949219 36820.769531 328.494324 203.544006 -186.755707 15.197582
553 15963.047852 53334.343750 19404.136719 -26.769215 -68.779617 62.318863
554 16236.681641 52368.625000 64406.703125 119.627403 88.790924 46.458435
555 20833.880859 46260.222656 67701.406250 -333.165649 119.988159 -146.256943
556 24765.210938 10425.630859 62799.222656 -34.600037 -102.114952 34.676437
557 72221.937500 11383.489258 32135.900391 -5.276885 36.387714 -276.471405
558 53148.589844 13527.415039 59114.902344 46.787682 59.157707 -261.946259
559 4998.856445 67148.539062 72318.960938 244.343018 -136.789490 -84.397865
560 31568.810547 14117.924805 53117.449219 -69.544060 -44.193527 -20.385332
561 66554.210938 51253.730469 25706.484375 77.406715 39.163315 178.737518
562 60651.253906 34377.605469 17227.070312 193.757706 -183.979980 101.094231
563 63822.808594 28390.406250 22367.802734 120.173073 -162.742798 -25.471832
564 30462.437500 71066.710938 70655.015625 -117.236855 214.227982 126.549217
565 2444.423584 53812.726562 60340.960938 34.351330 46.565365 -301.340332
566 71845.593750 48109.648438 28336.248047 185.552521 -6.097660 122.326561
567 8516.797852 23797.007812 68195.101562 76.188499 62.786846 -13.383676
568 69819.914062 4967.697754 55324.304688 10.107759 -103.622192 -203.042587
569 30356.341797 25312.728516 50206.285156 -181.516373 82.451424 -112.231339
570 56101.179688 39746.339844 25575.808594 -12.768789 -3.485151 -56.699783
571 46146.484375 62073.625000 24177.554688 49.252964 240.295944 247.460663
572 60071.773438 8292.346680 39470.222656 -61.965363 -185.347931 -304.324646
573 30038.494141 27616.234375 72847.843750 4.830038 141.221680 -10.839252
574 56400.578125 24124.265625 893.665344 61.161236 143.571487 174.937927
575 26311.681641 11104.374023 61352.402344 -72.366417 -99.616585 1.592778
576 18352.486328 71168.789062 5358.824707 315.110626 116.240921 -335.868988
577 18984.162109 43254.312500 67996.835938 -155.649338 224.301682 -126.808174
578 9964.161133 28477.484375 25650.474609 -133.461914 -198.502136 147.973801
579 19074.986328 12385.456055 5951.085938 38.212570 -232.967194 21.050972
580 18224.443359 17666.707031 26860.781250 -228.459167 -130.020432 184.114929
581 66057.585938 67320.398438 40453.957031 -14.943518 -58.671417 -70.092644
582 57477.964844 16908.669922 32447.083984 293.570007 -251.754105 20.012848
583 39551.988281 54586.210938 52885.777344 -176.727005 33.901287 -219.043732
584 1624.864746 10716.849609 32565.658203 -71.503502 138.014465 -119.591873
585 30447.925781 42033.652344 38951.078125 -243.652084 -117.091316 269.873291
586 71361.773438 56552.027344 51782.871094 7.848843 61.636589 388.842651
587 27814.328125 58654.093750 59273.203125 -178.609879 33.576462 -115.746399
588 20766.744141 74338.640625 17306.457031 -218.828568 112.028183 2.338809
589 47112.253906 65404.007812 22122.296875 136.046158 143.074219 358.885712
590 53097.835938 368.858459 26223.015625 123.109291 -167.166763 250.352356
591 52046.906250 3278.260986 35263.000000 314.662750 -73.779289 284.025482
592 21776.781250 42461.125000 52673.406250 18.970133 172.069901 -311.488434
593 72818.734375 20464.179688 21953.144531 321.392456 186.911041 429.957214
594 39801.917969 38038.429688 56570.882812 -63.542274 -66.191544 132.132996
595 12161.623047 22523.677734 26123.464844 -385.062408 0.138924 205.412704
596 41905.570312 48008.582031 36987.992188 -184.870392 128.219620 45.351421
597 45924.558594 29243.763672 43245.453125 -181.828400 -80.213097 -10.766617
